method,T-little,T-big
ILP-SM-I,56.51666666666667,57.96666666666667
ILP-SM-II,56.36666666666667,57.78333333333333
HEUR,58.166666666666664,59.66666666666666
ILP-IDLE-MIN,58.31666666666666,59.79999999999999
QP-LR-UB,58.916666666666664,60.68333333333334
ILP-IDLE-MAX,61.13333333333333,63.9
