instance,solver,time,n,len,obj_sm,obj_lr_ub,obj_lr,power
11_36_0_0_2_9,RandomGenerator,0,6,1000,4.165064612750438,3.88163531404687,3.88163531404687,9.33276486817922
11_4_0_0_0_0,RandomGenerator,0,6,1000,1.2078681089470111,0.8790661306077893,0.8790661306077893,6.671839715486987
11_7_14_0_26_33,RandomGenerator,0,6,1000,5.081709948364564,4.184462978899505,4.184462978899505,10.175050371494581
11_9_36_9_0_0,RandomGenerator,0,6,1000,1.864811771510452,1.5880304348630738,1.5880304348630738,6.422924376409858
12_0_0_0_0_0,RandomGenerator,0,6,1000,1.089734021512262,0.5412097804045872,0.5412097804045872,6.534788241335056
12_0_0_0_29_0,RandomGenerator,0,6,1000,2.225757662498579,1.7275756244401232,1.7275756244401232,7.6198394836871906
12_0_0_0_29_15,RandomGenerator,0,6,1000,2.632152170264926,2.211811359077188,2.211811359077188,7.98461959932154
12_0_0_0_2_0,RandomGenerator,0,6,1000,2.466082103786369,2.0592184858340192,2.0592184858340192,7.9055153658286645
12_0_0_0_33_33,RandomGenerator,0,6,1000,3.9941707502896686,3.5141409725804134,3.5141409725804134,9.435119885065484
12_0_0_0_4_6,RandomGenerator,0,6,1000,3.623253297132524,3.5827084902571245,3.5827084902571245,9.004487401890488
12_0_0_0_7_7,RandomGenerator,0,6,1000,3.3035056647038346,2.8316374717741786,2.8316374717741786,8.651735412257157
12_13_15_0_33_0,RandomGenerator,0,6,1000,3.022848638104282,2.717228844140322,2.717228844140322,8.420791720714115
12_13_37_4_2_25,RandomGenerator,0,6,1000,4.170030718760912,4.523112701208681,4.523112701208681,9.321263333072128
12_17_33_38_34_32,RandomGenerator,0,6,1000,6.025792376382879,6.209174536020039,6.209174536020039,11.29082783651284
12_23_2_0_21_29,RandomGenerator,0,6,1000,3.716022869893783,3.882401046620861,3.882401046620861,9.053168030720448
12_28_0_0_0_0,RandomGenerator,0,6,1000,1.433493909285524,1.0356498867419597,1.0356498867419597,6.800497899599376
12_2_26_0_0_0,RandomGenerator,0,6,1000,2.32390769871289,1.8907036894693456,1.8907036894693456,7.655496935642938
12_2_31_0_32_0,RandomGenerator,0,6,1000,4.143938789049117,4.105604997068938,4.105604997068938,9.5255305010734
12_2_6_25_38_0,RandomGenerator,0,6,1000,3.920963910380942,3.806172090732544,3.806172090732544,8.743663903782968
12_32_26_30_33_0,RandomGenerator,0,6,1000,4.213544399407107,4.143886484312152,4.143886484312152,9.490474615303617
12_32_27_2_22_14,RandomGenerator,0,6,1000,5.143976252963808,5.494486466655726,5.494486466655726,10.529897391574696
12_38_25_35_11_33,RandomGenerator,0,6,1000,5.243791587998772,5.104998903728518,5.104998903728518,10.192815255728556
12_3_9_0_13_30,RandomGenerator,0,6,1000,4.682194566118015,4.714891372064502,4.714891372064502,10.389739384602722
12_4_4_29_15_19,RandomGenerator,0,6,1000,3.1922601964606194,3.4698170168128515,3.4698170168128515,8.44351091015438
12_5_16_17_14_29,RandomGenerator,0,6,1000,4.545563188445808,4.535310928274652,4.535310928274652,9.975473573809372
12_5_17_9_0_0,RandomGenerator,0,6,1000,1.7285032514163212,1.482790346077007,1.482790346077007,7.20137893793085
12_8_22_0_0_0,RandomGenerator,0,6,1000,2.124748280299598,2.006242581409183,2.006242581409183,7.780942945960986
12_9_7_1_9_20,RandomGenerator,0,6,1000,4.480147701730686,4.519461922739255,4.519461922739255,9.788140211393559
13_0_0_0_0_0,RandomGenerator,0,6,1000,0.5350668461743338,0.4557679976304806,0.4557679976304806,5.9773086441565875
13_0_0_0_32_0,RandomGenerator,0,6,1000,3.545707898753942,2.966178153165662,2.966178153165662,9.031060541816643
13_0_0_0_33_21,RandomGenerator,0,6,1000,3.494141455047645,2.969257540177849,2.969257540177849,8.907881456937075
13_0_0_0_3_0,RandomGenerator,0,6,1000,1.9211546499579215,1.8870594158360217,1.8870594158360217,7.3368572300479835
13_0_0_0_4_11,RandomGenerator,0,6,1000,3.930378774467555,3.672602082327695,3.672602082327695,9.450268601093667
13_10_32_0_14_22,RandomGenerator,0,6,1000,4.947748143334255,5.024898489256112,5.024898489256112,10.397020836663387
13_11_0_0_36_8,RandomGenerator,0,6,1000,3.874950174329281,3.836899317486318,3.836899317486318,8.326314129507319
13_12_0_0_23_17,RandomGenerator,0,6,1000,3.1004908209799957,2.7540211072414222,2.7540211072414222,8.450150022742001
13_12_17_19_0_0,RandomGenerator,0,6,1000,1.9608220614330931,1.838277266878536,1.838277266878536,7.585410304292557
13_13_0_0_2_0,RandomGenerator,0,6,1000,2.8431793832189824,2.429544700690393,2.429544700690393,8.286186916943553
13_15_15_35_0_0,RandomGenerator,0,6,1000,1.7946039856255098,1.4573751783918876,1.4573751783918876,6.27500559550086
13_16_25_28_0_0,RandomGenerator,0,6,1000,2.30115899164141,1.758948829182101,1.758948829182101,7.5939655825260655
13_18_0_0_0_0,RandomGenerator,0,6,1000,0.721561992900979,0.7255932845560384,0.7255932845560384,6.161201274277437
13_18_0_0_18_20,RandomGenerator,0,6,1000,3.1406614730447404,2.83362324820185,2.83362324820185,8.525361815869028
13_1_0_0_23_26,RandomGenerator,0,6,1000,3.58271364878982,2.998737279705332,2.998737279705332,8.653801010407015
13_20_4_32_13_13,RandomGenerator,0,6,1000,5.838779183946354,6.01945451267592,6.01945451267592,11.798678069494873
13_21_14_35_38_0,RandomGenerator,0,6,1000,3.9076368281652063,3.81702358351964,3.81702358351964,8.637529025587895
13_23_23_35_38_25,RandomGenerator,0,6,1000,4.36129032589048,4.594794443320019,4.594794443320019,9.054459012972718
