instance,solver,time,objective-reported,objective,length,metadata
IN_000.json-bap-Leaf.out,BAP_ON_TASKS,62319,3.1338635404542914,3.1338635404542914,557,"{""objective"": ""3.1338635404542914"", ""number_of_nodes"": ""111"", ""time_masters_init"": ""1.10"", ""time_masters_solving"": ""0.38"", ""time_sub_init"": ""2.48"", ""time_sub_solving"": ""51.01"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""5.10"", ""master_relaxation"": ""3.126676"", ""patterns_generated_avg"": ""4.48"", ""optimal"": ""True""}"
IN_000.json-bap.out,BAP_ON_TASKS,293997,3.1338635404542914,3.1338635404542914,557,"{""objective"": ""3.1338635404542914"", ""number_of_nodes"": ""415"", ""time_masters_init"": ""3.81"", ""time_masters_solving"": ""1.18"", ""time_sub_init"": ""5.60"", ""time_sub_solving"": ""148.97"", ""time_global"": ""102.29"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""27.10"", ""master_relaxation"": ""3.126676"", ""patterns_generated_avg"": ""3.59"", ""optimal"": ""True""}"
IN_000.json-global-fixed.out,ILP-Global2,2455,3.133863540454291,3.1338635404542914,557,"{""objective"": ""3.133863540454291""}"
IN_000.json-global.out,ILP Solver (global):predictor (Python),223683,3.1338635404542914,3.1338635404542914,557,"{""objective"": ""3.1338635404542914""}"
IN_001.json-bap-Leaf.out,BAP_ON_TASKS,505179,4.184630465302763,4.184630465302763,444,"{""objective"": ""4.184630465302763"", ""number_of_nodes"": ""571"", ""time_masters_init"": ""15.37"", ""time_masters_solving"": ""6.52"", ""time_sub_init"": ""29.46"", ""time_sub_solving"": ""412.25"", ""time_global"": ""0.32"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""21.64"", ""master_relaxation"": ""4.156813"", ""patterns_generated_avg"": ""11.88"", ""optimal"": ""True""}"
IN_001.json-bap.out,BAP_ON_TASKS,599337,4.184630465302764,4.184630465302764,444,"{""objective"": ""4.184630465302764"", ""number_of_nodes"": ""719"", ""time_masters_init"": ""17.84"", ""time_masters_solving"": ""6.85"", ""time_sub_init"": ""27.74"", ""time_sub_solving"": ""484.09"", ""time_global"": ""4.28"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""44.95"", ""master_relaxation"": ""4.156813"", ""patterns_generated_avg"": ""11.85"", ""optimal"": ""True""}"
IN_001.json-global-fixed.out,ILP-Global2,4726,4.184630465302763,4.184630465302764,444,"{""objective"": ""4.184630465302763""}"
IN_001.json-global.out,ILP Solver (global):predictor (Python),24262,4.184630465302761,4.184630465302764,444,"{""objective"": ""4.184630465302761""}"
IN_002.json-bap-Leaf.out,BAP_ON_TASKS,600257,3.629774366222117,3.629774366222118,404,"{""objective"": ""3.629774366222117"", ""number_of_nodes"": ""870"", ""time_masters_init"": ""21.76"", ""time_masters_solving"": ""7.20"", ""time_sub_init"": ""42.57"", ""time_sub_solving"": ""478.16"", ""time_global"": ""0.22"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""28.73"", ""master_relaxation"": ""3.597144"", ""patterns_generated_avg"": ""11.41"", ""optimal"": ""False""}"
IN_002.json-bap.out,BAP_ON_TASKS,600222,3.632648024878381,3.632648024878381,402,"{""objective"": ""3.632648024878381"", ""number_of_nodes"": ""967"", ""time_masters_init"": ""18.85"", ""time_masters_solving"": ""5.61"", ""time_sub_init"": ""31.26"", ""time_sub_solving"": ""393.76"", ""time_global"": ""43.10"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""91.00"", ""master_relaxation"": ""3.597144"", ""patterns_generated_avg"": ""9.17"", ""optimal"": ""False""}"
IN_002.json-global-fixed.out,ILP-Global2,2071,3.6297743662221174,3.629774366222118,404,"{""objective"": ""3.6297743662221174""}"
IN_002.json-global.out,ILP Solver (global):predictor (Python),83237,3.629774366222114,3.629774366222118,404,"{""objective"": ""3.629774366222114""}"
IN_003.json-bap-Leaf.out,BAP_ON_TASKS,78219,0.7589658722287314,0.7589658722287317,1109,"{""objective"": ""0.7589658722287314"", ""number_of_nodes"": ""377"", ""time_masters_init"": ""2.03"", ""time_masters_solving"": ""0.47"", ""time_sub_init"": ""3.70"", ""time_sub_solving"": ""60.19"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""7.45"", ""master_relaxation"": ""0.757786"", ""patterns_generated_avg"": ""1.38"", ""optimal"": ""True""}"
IN_003.json-bap.out,BAP_ON_TASKS,101325,0.7589658722287317,0.7589658722287317,1109,"{""objective"": ""0.7589658722287317"", ""number_of_nodes"": ""433"", ""time_masters_init"": ""2.10"", ""time_masters_solving"": ""0.55"", ""time_sub_init"": ""4.34"", ""time_sub_solving"": ""75.13"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""15.06"", ""master_relaxation"": ""0.757786"", ""patterns_generated_avg"": ""1.79"", ""optimal"": ""True""}"
IN_003.json-global-fixed.out,ILP-Global2,26,0.7589658722287316,0.7589658722287316,1109,"{""objective"": ""0.7589658722287316""}"
