instance,solver,time,objective-reported,objective,length,metadata
IN_000.json-bap.out,BAP_ON_TASKS,2101,0.6015531652973409,0.6015531652973409,452,"{""objective"": ""0.6015531652973409"", ""number_of_nodes"": ""1"", ""time_masters_init"": ""0.07"", ""time_masters_solving"": ""0.02"", ""time_sub_init"": ""0.23"", ""time_sub_solving"": ""1.68"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.06"", ""master_relaxation"": ""0.601553"", ""patterns_generated_avg"": ""61.00"", ""optimal"": ""True""}"
IN_000.json-global.out,ILP Solver (global):predictor (Python),17175,0.6015531652973402,0.6015531652973409,452,"{""objective"": ""0.6015531652973402""}"
IN_001.json-bap.out,BAP_ON_TASKS,232286,0.9500308691088158,0.9500308691088158,196,"{""objective"": ""0.9500308691088158"", ""number_of_nodes"": ""295"", ""time_masters_init"": ""12.92"", ""time_masters_solving"": ""4.05"", ""time_sub_init"": ""15.89"", ""time_sub_solving"": ""173.76"", ""time_global"": ""11.08"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""7.02"", ""master_relaxation"": ""0.947829"", ""patterns_generated_avg"": ""16.32"", ""optimal"": ""True""}"
IN_001.json-global.out,ILP Solver (global):predictor (Python),6692,0.9500308691088153,0.950030869108816,196,"{""objective"": ""0.9500308691088153""}"
IN_002.json-bap.out,BAP_ON_TASKS,16979,0.2578579982373431,0.2578579982373433,331,"{""objective"": ""0.2578579982373431"", ""number_of_nodes"": ""85"", ""time_masters_init"": ""0.77"", ""time_masters_solving"": ""0.21"", ""time_sub_init"": ""1.49"", ""time_sub_solving"": ""11.37"", ""time_global"": ""0.18"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""1.98"", ""master_relaxation"": ""0.256317"", ""patterns_generated_avg"": ""4.20"", ""optimal"": ""True""}"
IN_002.json-global.out,ILP Solver (global):predictor (Python),2199,0.2578579982373426,0.25785799823734334,331,"{""objective"": ""0.2578579982373426""}"
IN_003.json-bap.out,BAP_ON_TASKS,159503,1.2385477266002995,1.2385477266003002,156,"{""objective"": ""1.2385477266002995"", ""number_of_nodes"": ""153"", ""time_masters_init"": ""9.76"", ""time_masters_solving"": ""2.68"", ""time_sub_init"": ""13.04"", ""time_sub_solving"": ""115.45"", ""time_global"": ""8.67"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""5.01"", ""master_relaxation"": ""1.237868"", ""patterns_generated_avg"": ""24.00"", ""optimal"": ""True""}"
IN_003.json-global.out,ILP Solver (global):predictor (Python),1206,1.2385477266003,1.2385477266003002,156,"{""objective"": ""1.2385477266003""}"
IN_004.json-bap.out,BAP_ON_TASKS,2982,0.7891729010869281,0.7891729010869281,218,"{""objective"": ""0.7891729010869281"", ""number_of_nodes"": ""1"", ""time_masters_init"": ""0.10"", ""time_masters_solving"": ""0.04"", ""time_sub_init"": ""0.30"", ""time_sub_solving"": ""2.43"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.05"", ""master_relaxation"": ""0.789173"", ""patterns_generated_avg"": ""92.00"", ""optimal"": ""True""}"
IN_004.json-global.out,ILP Solver (global):predictor (Python),9136,0.7891729010869267,0.789172901086928,218,"{""objective"": ""0.7891729010869267""}"
