instance,solver,time,objective-reported,objective,length,metadata
IN_000.json-bap-Leaf.out,BAP_ON_TASKS,600858,5.005982530680811,5.005982530680811,767,"{""objective"": ""5.005982530680811"", ""number_of_nodes"": ""90"", ""time_masters_init"": ""14.15"", ""time_masters_solving"": ""9.11"", ""time_sub_init"": ""18.03"", ""time_sub_solving"": ""499.75"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""22.06"", ""master_relaxation"": ""4.968128"", ""patterns_generated_avg"": ""17.07"", ""optimal"": ""False""}"
IN_000.json-global-fixed.out,ILP-Global2,600006,5.029839174091271,5.029839174091271,791,"{""objective"": ""5.029839174091271""}"
IN_001.json-bap-Leaf.out,BAP_ON_TASKS,606088,2.9218088153068202,2.9218088153068202,1356,"{""objective"": ""2.9218088153068202"", ""number_of_nodes"": ""102"", ""time_masters_init"": ""14.43"", ""time_masters_solving"": ""5.88"", ""time_sub_init"": ""16.26"", ""time_sub_solving"": ""300.36"", ""time_global"": ""166.13"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""51.91"", ""master_relaxation"": ""2.862053"", ""patterns_generated_avg"": ""14.01"", ""optimal"": ""False""}"
IN_001.json-global-fixed.out,ILP-Global2,600006,2.8821402323283403,2.8821402332994572,1409,"{""objective"": ""2.8821402323283403""}"
IN_002.json-bap-Leaf.out,BAP_ON_TASKS,602040,6.985285552861538,7.005679235511391,744,"{""objective"": ""6.985285552861538"", ""number_of_nodes"": ""68"", ""time_masters_init"": ""13.02"", ""time_masters_solving"": ""7.11"", ""time_sub_init"": ""15.71"", ""time_sub_solving"": ""417.44"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""53.01"", ""master_relaxation"": ""6.836304"", ""patterns_generated_avg"": ""18.52"", ""optimal"": ""False""}"
IN_002.json-global-fixed.out,ILP-Global2,600005,6.892164595409904,6.892164595409903,750,"{""objective"": ""6.892164595409904""}"
IN_003.json-bap-Leaf.out,BAP_ON_TASKS,602526,3.242209963733266,3.242209963733265,1267,"{""objective"": ""3.242209963733266"", ""number_of_nodes"": ""141"", ""time_masters_init"": ""10.88"", ""time_masters_solving"": ""4.76"", ""time_sub_init"": ""13.27"", ""time_sub_solving"": ""277.53"", ""time_global"": ""63.99"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""180.23"", ""master_relaxation"": ""3.195191"", ""patterns_generated_avg"": ""11.96"", ""optimal"": ""False""}"
IN_003.json-global-fixed.out,ILP-Global2,600006,3.2071830217616846,3.2071830434063604,1401,"{""objective"": ""3.2071830217616846""}"
IN_004.json-bap-Leaf.out,BAP_ON_TASKS,602239,3.2646838167910763,3.2646838167910754,1226,"{""objective"": ""3.2646838167910763"", ""number_of_nodes"": ""198"", ""time_masters_init"": ""20.36"", ""time_masters_solving"": ""11.44"", ""time_sub_init"": ""20.74"", ""time_sub_solving"": ""438.02"", ""time_global"": ""8.36"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""38.64"", ""master_relaxation"": ""3.230840"", ""patterns_generated_avg"": ""15.31"", ""optimal"": ""False""}"
IN_004.json-global-fixed.out,ILP-Global2,600003,3.2469914833851594,3.2469914833851594,1346,"{""objective"": ""3.2469914833851594""}"
IN_005.json-bap-Leaf.out,BAP_ON_TASKS,602248,1.1865181745589735,1.1865181745589735,1310,"{""objective"": ""1.1865181745589735"", ""number_of_nodes"": ""119"", ""time_masters_init"": ""7.81"", ""time_masters_solving"": ""3.19"", ""time_sub_init"": ""7.69"", ""time_sub_solving"": ""157.16"", ""time_global"": ""388.49"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""8.54"", ""master_relaxation"": ""1.178086"", ""patterns_generated_avg"": ""9.14"", ""optimal"": ""False""}"
IN_005.json-global-fixed.out,ILP-Global2,600003,1.1869366263227537,1.1869366263227539,1361,"{""objective"": ""1.1869366263227537""}"
IN_006.json-bap-Leaf.out,BAP_ON_TASKS,602364,2.0884807309969804,2.0884807309969804,1632,"{""objective"": ""2.0884807309969804"", ""number_of_nodes"": ""267"", ""time_masters_init"": ""20.41"", ""time_masters_solving"": ""7.00"", ""time_sub_init"": ""20.03"", ""time_sub_solving"": ""462.71"", ""time_global"": ""21.83"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""18.70"", ""master_relaxation"": ""2.061784"", ""patterns_generated_avg"": ""10.92"", ""optimal"": ""False""}"
IN_006.json-global-fixed.out,ILP-Global2,600010,2.071369203135615,2.0713692123645084,1546,"{""objective"": ""2.071369203135615""}"
IN_007.json-bap-Leaf.out,BAP_ON_TASKS,601764,0.6605972834025671,0.6610450980973498,1826,"{""objective"": ""0.6605972834025671"", ""number_of_nodes"": ""454"", ""time_masters_init"": ""26.12"", ""time_masters_solving"": ""5.59"", ""time_sub_init"": ""22.63"", ""time_sub_solving"": ""378.56"", ""time_global"": ""104.97"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""27.52"", ""master_relaxation"": ""0.656439"", ""patterns_generated_avg"": ""6.05"", ""optimal"": ""False""}"
IN_007.json-global-fixed.out,ILP-Global2,101027,0.6574518563778847,0.6574518740845419,1914,"{""objective"": ""0.6574518563778847""}"
IN_008.json-bap-Leaf.out,BAP_ON_TASKS,601007,1.8109099733626097,1.8109099733626102,1183,"{""objective"": ""1.8109099733626097"", ""number_of_nodes"": ""121"", ""time_masters_init"": ""13.78"", ""time_masters_solving"": ""8.85"", ""time_sub_init"": ""12.76"", ""time_sub_solving"": ""294.57"", ""time_global"": ""248.84"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""7.90"", ""master_relaxation"": ""1.809166"", ""patterns_generated_avg"": ""16.29"", ""optimal"": ""False""}"
IN_008.json-global-fixed.out,ILP-Global2,600004,1.81167462298274,1.81167462298274,1185,"{""objective"": ""1.81167462298274""}"
