# Started at: 2021-04-24 07:52:47 +0000, Version: v0.1-129-g3cfe73e, Generated by: thermobench --verbose --fan-cmd=fan --fan-on=0 --time=1800 --wait=30 --wait-timeout=240 --sensors_file=/root/thermobench/src/sensors.imx8 --cpu-usage --column=CPU0_work_done --column=CPU1_work_done --column=CPU2_work_done --column=CPU3_work_done --column=CPU4_work_done --column=CPU5_work_done --column=work_done --output=/root/experiment8_out/Instance1/3/RALTF3.json.yaml.csv -- demos-sched -c /root/experiment8/Instance1/RALTF3.json.yaml
time/ms,CPU_0_temp/m°C,CPU_1_temp/m°C,GPU_0_temp/m°C,GPU_1_temp/m°C,DRC_temp/m°C,PMIC_temp/m°C,Cortex_A53_0_freq/Hz,Cortex_A53_1_freq/Hz,Cortex_A53_2_freq/Hz,Cortex_A53_3_freq/Hz,Cortex_A72_0_freq/Hz,Cortex_A72_1_freq/Hz,ambient/°C,cam_cpu,cam_mem,power/µW,CPU0_work_done,CPU1_work_done,CPU2_work_done,CPU3_work_done,CPU4_work_done,CPU5_work_done,work_done,CPU0_load/%,CPU1_load/%,CPU2_load/%,CPU3_load/%,CPU4_load/%,CPU5_load/%
1.08903,29900,30500,30300,29500,30100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,,0,0,0,0,0,33.3333
119.819,,,,,,,,,,,,,,65.38,61.54,,,,,,,,,,,,,,
991.989,31300,31900,30900,30100,30500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,,86.8687,75.7576,61.8557,59.596,35.7143,37.7551
1136.29,,,,,,,,,,,,,24.868,,,,,,,,,,,,,,,,
1992.68,31300,31900,31500,30700,31100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8361895.919767925,,,,,,,,76,58.5859,56.4356,54,49.505,42.4242
2992.6,31700,32100,31700,30900,31100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8135552.722685256,,,,,,,,77,55,47,45,56,48.4848
3992.58,32100,32600,32100,31100,31700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8400951.268906035,,,,,,,,77.7778,65.6566,57.5758,55,61.6162,55.4455
4992.74,32100,32600,32100,31300,31900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8511623.543682905,,,,,,,,77.2277,55.4455,47,44,55.4455,50
5992.49,32300,34200,32500,31900,32300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8341270.136671982,,,,,,,,93,71,62.3762,59.4059,50,46.4646
6991.98,33200,34200,32800,31900,32500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8369341.728735856,,,,,,,,84,74,67.6768,64,50,43.5644
7992.77,33200,34200,33000,32100,32800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8051259.447881078,,,,,,,,77,55.5556,51,51,53,46.4646
8992.41,33200,33400,33200,32300,32800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8192507.636059796,,,,,,,,76.7677,57,48.4848,44.4444,53.4653,46.5347
9992.31,33600,34000,33600,32600,33200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8404806.14946155,,,,,,,,77,64.3564,56,54.4554,65,59
10238.1,,,,,,,,,,,,,,65.51,61.46,,,,,,,,,,,,,,
11003.8,33200,34800,33600,32600,33200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8650320.96869384,,,,,,,,78.4314,55.8824,47.0588,44.1176,51.4851,47
11197.1,,,,,,,,,,,,,24.847,,,,,,,,,,,,,,,,
11992.1,33600,35400,33800,33000,33600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8599092.810867554,,,,,,,,97.9592,75.7576,67.6768,63.6364,48.4848,46.9388
12992.5,34200,35800,34200,33200,33600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8436027.282234149,,,,,,,,79,68.6869,65.3465,64.6465,53,46.4646
13992,34400,36200,34400,33800,33800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7794752.198245485,,,,,,,,77,56.4356,48.4848,46,55.4455,48.5149
14992.9,34800,35000,34800,33600,34000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8445799.147036143,,,,,,,,77.2277,62,53,50,53,46
15992.9,34800,35800,34800,34000,34400,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8157697.084123354,,,,,,,,76.7677,58.5859,51.4851,49,65,58
16992.7,34400,36600,34800,34000,34400,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8494861.893865675,,,,,,,,82.1782,60,51,48.5149,51,45
17992.9,35000,36000,35200,34400,34800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8876027.961887335,,,,,,,,95.9184,77,67.6768,64,44,42.4242
18992.7,35200,35800,35200,34600,34800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8532659.12738116,,,,,,,,77,64,60,59.596,54.4554,47.5248
19992.6,35400,37400,35600,34600,34800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7906328.683260017,,,,,,,,77,55.4455,49,47.0588,56,49
20355,,,,,,,,,,,,,,65.34,61.37,,,,,,,,,,,,,,
20992.1,35800,36000,35600,34600,35200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8581666.618485563,,,,,,,,77,65.6566,60,55.5556,57,50.495
21259.3,,,,,,,,,,,,,24.847,,,,,,,,,,,,,,,,
21992.8,35800,37400,36000,35000,35400,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8513165.116709525,,,,,,,,77,55,46,44.5545,62,56
22992.1,36000,37500,36200,35200,35800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8544300.016673312,,,,,,,,87.1287,65.3465,57,52.5253,49,43
23992.1,36400,37200,36600,35600,36000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8712574.228704354,,,,,,,,89.899,76.7677,67,64.3564,44,42
24995.8,37000,37200,36800,36000,36000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8510910.91965844,,,,,,,,78,59,56.4356,55,54.902,47
25992.1,36600,37000,36800,35600,36000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8122481.501854949,,,,,,,,77,55,47.4747,45,56,49.4949
26992.3,36800,37400,37200,36200,36400,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8548080.02031477,,,,,,,,77,65.6566,58,56,61,54
27992.4,37000,38100,37200,36200,36400,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8647387.310752079,,,,,,,,77,55.8824,47,43,56.5657,50
28992.4,37000,38700,37400,36600,36800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8494435.942192378,,,,,,,,92,70.297,61,58.4158,49.505,47.5248
29993,37400,38100,37500,36800,37200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8530100.652213197,,,,,,,,85,74.7475,67.3267,64,49.505,42.4242
30516.9,,,,,,,,,,,,,,65.46,61.41,,,,,,,,,,,,,,
30992.9,37500,38500,37700,36800,37200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8226358.169663982,,,,,,,,77.7778,56,53,52.5253,53.5354,47.4747
31320.5,,,,,,,,,,,,,24.836,,,,,,,,,,,,,,,,
31992.4,37200,37900,37700,36600,37000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8259631.90464339,,,,,,,,77,56.4356,47,44,53,46
32992.3,37900,38900,38100,37000,37500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8502169.2006404,,,,,,,,77,64.6465,57,54.5455,65,58
33992.9,37700,38700,38300,37400,37200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8727706.768011626,,,,,,,,77,55,47,44.1176,51,46.5347
34993,38300,39900,38500,37500,37500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8660137.641847346,,,,,,,,96.9697,75,66,63,50,46.4646
35992.5,38500,40100,38700,37500,37900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8521852.198398292,,,,,,,,80.198,70.297,67,64.6465,53.4653,48
36992.4,38700,39700,38700,37900,37700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7901200.462760422,,,,,,,,77.2277,55.5556,47.4747,47,54,46.4646
37992.7,38500,38900,38900,37700,37900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8401816.016509729,,,,,,,,77.551,61,52,49,52.5253,46
38992.6,38700,40500,39100,38100,38700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8295908.218079487,,,,,,,,77.2277,60,53,50.495,65.3465,58.4158
39992.9,38700,40700,39100,38300,38700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8656466.05596707,,,,,,,,81,59,50.495,47,50.5051,44.4444
40635.9,,,,,,,,,,,,,,65.51,61.41,,,,,,,,,,,,,,
40992.4,39100,40900,39300,38300,38300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8969828.500454683,,,,,,,,96,76.2376,67,65,46.5347,46
41380.5,,,,,,,,,,,,,24.825,,,,,,,,,,,,,,,,
41992.4,39500,40900,39500,38500,38500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8614339.327053692,,,,,,,,77,64.6465,61.6162,60,53,46.4646
42992.6,39500,40900,39500,38700,38700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7970149.568005722,,,,,,,,77.7778,56,49.0196,46,57,50
43992.5,39500,40100,39900,38900,38900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8483046.966113256,,,,,,,,77,65,57,54.902,55,49.0196
44992.5,39900,41100,40100,38900,39100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8564481.32300988,,,,,,,,77,56,47.4747,44.4444,62,56.5657
45992.3,39700,41900,40300,39100,39500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8675178.367790233,,,,,,,,86,64,55,52,50.495,43.5644
46992.5,40100,41100,40700,39300,39500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8843301.741675146,,,,,,,,91,76,67,64.6465,44,40.8163
47992.6,40500,40900,40700,39700,39500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8571150.285901584,,,,,,,,77,60.396,57.4257,55.8824,53.4653,47
48992.9,40100,41500,40700,39500,39500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8238955.942805352,,,,,,,,77.2277,55.5556,48,45.4545,56.5657,50.495
49992.9,40700,41100,41100,40100,39900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8651032.332862519,,,,,,,,77.551,65.3465,58,55,60,52.5253
50742.7,,,,,,,,,,,,,,66.00,61.86,,,,,,,,,,,,,,
