# Started at: 2021-04-24 10:12:04 +0000, Version: v0.1-129-g3cfe73e, Generated by: thermobench --verbose --fan-cmd=fan --fan-on=0 --time=1800 --wait=30 --wait-timeout=240 --sensors_file=/root/thermobench/src/sensors.imx8 --cpu-usage --column=CPU0_work_done --column=CPU1_work_done --column=CPU2_work_done --column=CPU3_work_done --column=CPU4_work_done --column=CPU5_work_done --column=work_done --output=/root/experiment8_out/Instance1/3/refLTF.json.yaml.csv -- demos-sched -c /root/experiment8/Instance1/refLTF.json.yaml
time/ms,CPU_0_temp/m°C,CPU_1_temp/m°C,GPU_0_temp/m°C,GPU_1_temp/m°C,DRC_temp/m°C,PMIC_temp/m°C,Cortex_A53_0_freq/Hz,Cortex_A53_1_freq/Hz,Cortex_A53_2_freq/Hz,Cortex_A53_3_freq/Hz,Cortex_A72_0_freq/Hz,Cortex_A72_1_freq/Hz,ambient/°C,cam_cpu,cam_mem,power/µW,CPU0_work_done,CPU1_work_done,CPU2_work_done,CPU3_work_done,CPU4_work_done,CPU5_work_done,work_done,CPU0_load/%,CPU1_load/%,CPU2_load/%,CPU3_load/%,CPU4_load/%,CPU5_load/%
1.09138,46600,47500,47400,46000,46600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,,0,25,33.3333,0,33.3333,33.3333
154.966,,,,,,,,,,,,,,39.90,40.02,,,,,,,,,,,,,,
991.105,47400,49500,48300,46800,47400,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,,82.8283,69.3878,76.7677,67.6768,32.3232,26.7327
1322.81,,,,,,,,,,,,,24.879,,,,,,,,,,,,,,,,
1991.84,47900,49100,48300,47000,47500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8395932.482476868,,,,,,,,93,79.5918,77.2277,72,36,26.2626
2998.97,47500,48300,48300,47000,47400,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8080458.852606673,,,,,,,,94,81.1881,77.2277,69.6078,34.3434,27
3991.8,47900,49100,48700,47200,47700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8607658.900367869,,,,,,,,94,92,88.8889,81.8182,47.5248,34.3434
4990.97,48100,49100,48500,47200,47700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8443979.270109644,,,,,,,,93.9394,80.8081,77,68.3673,34,23
5991.28,48100,49900,48700,47200,47700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8658433.933939524,,,,,,,,100,87,84.1584,80.3922,40.404,34
6991.88,48100,50300,48900,47500,47700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8421784.116943903,,,,,,,,94,80.8081,78,70.7071,42,28.972
7991.68,48300,49900,48900,47400,47900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8515031.803197715,,,,,,,,94.9495,82.1782,79,73,39,29
8991.81,48300,49100,48700,47400,47900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8292203.518430624,,,,,,,,93.9394,84.8485,82,73,34,26.2626
9991.34,48500,50100,49300,47900,48100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8634045.696448209,,,,,,,,94.0594,88,84.3137,77.7778,47.4747,36.2745
10288.4,,,,,,,,,,,,,,39.41,39.57,,,,,,,,,,,,,,
10991.7,48500,49500,49300,47700,48300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8527291.69486145,,,,,,,,96,84,79.798,72,30.303,22.2222
11387.8,,,,,,,,,,,,,24.89,,,,,,,,,,,,,,,,
11991,48900,49700,49300,47900,48500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8676365.27741835,,,,,,,,98,84.1584,82.3529,78.4314,40.1961,32.6733
12991.6,48700,50300,49700,48100,48500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8368295.750097811,,,,,,,,93.9394,80.8081,77.551,69.3878,40.8163,30.303
13991.3,48900,50900,49700,48300,48500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8299861.989185614,,,,,,,,93.9394,81.6327,79,73.2673,41.8367,33
14991.6,48900,49900,49500,47900,48500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8441764.591349015,,,,,,,,94.0594,90.099,86.2745,79,36,26.2626
15991.1,49300,50700,49700,48300,48700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8574923.676870093,,,,,,,,94,83,79.798,72,45,34
16991,49300,50100,49900,48300,48900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8762202.218003843,,,,,,,,100,86.8687,84,76.5306,29.2929,22.2222
17991.3,49300,50300,49900,48300,48900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8761391.698111119,,,,,,,,93.8776,81.8182,78.6408,75.2475,42.4242,31.6832
18991.8,49500,50300,50100,48300,49100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8442266.752665006,,,,,,,,94.0594,81.1881,78.5714,70.297,40.1961,29
19991.9,49100,51100,49900,48300,48700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7997627.095635074,,,,,,,,94,80.8081,77.2277,71.7172,40.5941,33
20407.1,,,,,,,,,,,,,,38.96,38.83,,,,,,,,,,,,,,
20991.3,49700,50300,50100,48700,49100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8534877.603058841,,,,,,,,93.9394,92,89,82,40.8163,32.6733
21446.3,,,,,,,,,,,,,24.997,,,,,,,,,,,,,,,,
