instance,obj_sm_imx8a,obj_lr_imx8a,obj_lr_ub_imx8a,power_imx8a,obj_sm_imx8b,obj_lr_imx8b,obj_lr_ub_imx8b,power_imx8b,obj_sm_tx2,obj_lr_tx2,obj_lr_ub_tx2,power_tx2
inst_0220,5.970369693349442,5.85347277298596,5.883368801932857,5.848742793693893,5.9150431654196804,5.791596571522565,5.819693259223555,5.907901037687089,3.610262224962796,3.4116764067394842,3.478437669631476,3.5859464285714284
inst_0254,5.7961508372073505,5.642629342489586,6.580209589211332,5.850036632071231,5.7786574527770505,5.596371562093834,6.495511157813088,5.825064481006969,3.1466284155936917,2.8477754188073896,4.369824420052779,2.76925
inst_0075,5.8305906631863555,5.682312600667555,5.8428671571881745,5.850463868800175,5.796579504702097,5.631495963483696,5.7830201164838435,5.80105165264068,3.2014851557280823,3.0239486719382858,3.3778874714463956,2.9661071428571426
inst_0865,6.05827211166511,5.680722113021007,6.429382600579077,5.855751402404516,5.873827378686147,5.611073711146604,6.242964927604905,5.789875180828785,3.1930558988827964,2.8735227692866223,3.9468680111806425,2.8053035714285715
inst_0624,5.886322918955088,5.698541691592263,6.310286883785507,5.857116684789273,5.8314044165718,5.649636175548553,6.21023659290228,5.798907313332629,3.101721360764593,2.9193114567230998,3.8680725607086064,2.919107142857143
inst_0774,5.864345247566157,5.740542930853155,5.997171924803957,5.857141078179007,5.809500213161403,5.670650092511872,5.8966601062993345,5.8026491010858825,3.2260705670549976,3.0481061569147623,3.507097483633121,2.9858214285714286
inst_0257,5.841225557228137,5.709605443440114,5.997171924803957,5.860952380237682,5.7895818512911505,5.643403826027613,5.8966601062993345,5.809294448484014,3.169127556692433,2.992773210413142,3.507097483633121,2.893214285714286
inst_0366,6.8730892133262165,5.603056674626897,6.879705367493421,5.863278287843677,6.360417133286139,5.537684556931316,6.5128438337323225,5.765748937743857,3.1158078801591937,2.7546127592364718,4.278953918859611,2.7398928571428574
inst_0044,5.888467545006566,5.7120886146781675,5.857696381917495,5.871911166423007,5.840541766599928,5.663545341497636,5.803551889896749,5.816245956342697,3.0537063297216047,2.9395998578996876,3.16225142036372,2.9558750000000003
inst_0863,5.884053836051027,5.76691587094296,5.997171924803957,5.87289230257379,5.826479800329486,5.693876418039437,5.8966601062993345,5.836497833372621,3.2746121496591507,3.0952752260636847,3.507097483633121,3.032678571428572
inst_0899,5.876230701465306,5.747593024747368,6.195734314376349,5.874260773974316,5.839037982536424,5.693104685033206,6.116040232967685,5.851782319728679,3.3439263354879456,3.167857854155869,4.15577494289279,3.0165714285714285
inst_0613,5.8412094181896705,5.741791100054777,5.981779492294487,5.87598679797234,5.850506266621851,5.684824053249387,5.908640729002707,5.8281999070171,3.1625072408786417,2.988371216781653,3.3585375327766647,2.989232142857143
inst_0475,5.856839973066693,5.762445838731146,5.981779492294487,5.876891262878801,5.864365562736823,5.704086963867501,5.908640729002707,5.837285510728934,3.1940014259509724,3.020229793158273,3.3585375327766647,2.9905714285714287
inst_0118,5.839348637847167,5.739332202593305,5.981779492294487,5.87912098279137,5.848856350417687,5.682530849604373,5.908640729002707,5.811959845174785,3.1587579331319358,2.9845785291177696,3.3585375327766647,2.959964285714286
inst_0644,5.949729533771181,5.824780454550854,5.869139812628374,5.886765739155552,5.868180019047131,5.751205392777231,5.7911159601101145,5.868874568537577,3.4968931391988174,3.303060613377254,3.3962181351950784,3.4578928571428573
inst_0397,5.884672951347962,5.755785997525341,5.845328873696979,5.889558328414809,5.8316298816151555,5.704142160108133,5.789762246133867,5.855179928396582,3.4175543220150306,3.2124529441129983,3.418787358439837,3.2910357142857145
inst_0843,5.94141974902714,5.811946107583448,5.965548164820454,5.890214114477451,5.877338135062359,5.758725443842095,5.906019857964689,5.907016243318634,3.4252783813894716,3.217737240023607,3.5124626883657406,3.1839285714285714
inst_0949,5.974258529501009,5.887622789046302,5.997171924803957,5.896099857886131,5.904194064675714,5.800181523338678,5.8966601062993345,5.895750138442012,3.496783239270467,3.311164427168367,3.507097483633121,3.3136071428571428
inst_0922,7.073827681716253,5.831871536937768,6.698054459219659,5.899270829369107,6.490453475610029,5.749028161305606,6.4340625182537075,5.889013354978357,3.290578104826934,3.077038001844425,4.2780046847161,3.0659821428571425
inst_0390,5.934166900440827,5.779377052569068,5.857696381917495,5.900608461098324,5.8848093788999245,5.728245337348741,5.803551889896749,5.828626523482734,3.159083329359302,3.0424918678262483,3.16225142036372,3.1710357142857144
inst_0403,5.819801907331237,6.048238412119457,6.301393040871304,5.902422889987716,5.94517209304263,5.8849539333146454,6.08220048446896,5.907643657612286,3.2879880613411565,3.1089300215449094,3.3397238685245774,3.139464285714286
inst_0383,6.565213149500343,5.712663577614795,7.164162237705223,5.91155953277149,6.072749355382811,5.6808336697035875,7.18559150153072,5.860682562650542,3.116389000302679,2.86505524038299,4.592896544233001,2.776875
inst_0079,6.703258053328356,5.618194261831922,6.226748631217946,5.914384758959363,6.275818945595975,5.548240081930849,6.014598172016364,5.789360973503375,3.089083016775965,2.776793835416927,3.6160565253846313,2.7885535714285714
inst_0329,7.290689358325795,5.788674499640571,7.968073863995109,5.914536919790375,6.703147577464542,5.7306356122905,7.585734322260842,5.864220592008918,3.7835846355343654,3.1447373076287555,6.173690640866136,3.038214285714286
inst_0219,7.102841698536556,5.839839302337995,6.686655441925158,5.914710285233289,6.587210521344401,5.779182846970966,6.440255929084691,5.954999999995431,3.538466397054923,3.2438661023203768,4.211307380203278,3.18325
inst_0228,6.071765780430227,5.95630628828221,6.295457659056186,5.923756233075735,5.972350032399523,5.8772363735931386,6.189704819489375,5.995853178596397,3.612815549700636,3.4446456114029287,4.083708611791281,3.1961428571428576
inst_0768,5.9819804018730505,5.86258349199889,6.358916966753312,5.926322285898035,5.929897572445151,5.803996334341792,6.275713117188242,5.901595979024244,3.5734987238337608,3.3689365161192977,4.390900357997216,3.0961607142857144
inst_0056,5.983469379002562,5.8256549339369395,6.418138666688467,5.927147301052696,5.88898133587515,5.758757602075864,6.312704560970221,5.8981264100154585,3.37053162172877,3.1659973567686155,4.218283828710627,2.987178571428572
inst_0580,5.9805231490024555,5.865683050208159,5.965548164820454,5.933776118937627,5.915026507680481,5.810255687792105,5.906019857964689,5.918119677857967,3.5272439516156044,3.320845523808935,3.5124626883657406,3.3432678571428576
inst_0714,5.951725136868663,5.840819276150998,6.793172533165791,5.934896196435546,5.894468810297867,5.730360969957582,6.540841213471666,5.835259898026622,3.134847543166054,2.9486801651134713,4.098261401301241,2.8615
inst_0756,5.964611913020858,5.869988703977921,6.021452732836253,5.935248303270264,5.888616129715271,5.783379673582616,5.916265277737924,5.892438538787939,3.3379586274703885,3.1303326154608757,3.3417239377075183,3.1008392857142857
inst_0183,6.032776364898675,5.937490823096048,5.965548164820454,5.93742889088973,5.965388846311776,5.8791146863447725,5.906019857964689,5.984914222918676,3.663498828643445,3.458627389752162,3.5124626883657406,3.662928571428572
inst_0324,6.044646699901801,5.910216493977234,6.8451403188144555,5.939403338940806,5.95410863766101,5.83711869643112,6.6697017214222765,5.934608869432459,3.7151375519558325,3.479878370298424,4.914432859107199,3.429607142857143
inst_0240,7.237759366381934,5.694805392602758,8.060019826969121,5.941171675946075,6.659261826338181,5.61575463089678,7.503198622594659,5.903957739032492,3.290352953162553,2.859585191414971,5.740705007432814,2.785767857142857
inst_0882,6.550594866537213,5.653711402634964,7.279690007485677,5.943088538120589,6.20766731856182,5.587975204987242,7.041972757688643,5.834280971445451,3.1997137590863303,2.8473432620577026,5.384938094660342,2.7997321428571427
inst_0369,5.9868251225239,5.858868478005419,7.686701683818633,5.946632739557931,5.914143579512758,5.795276336105347,7.35989297273475,5.908836017890017,3.5675903563459377,3.3506941533525,5.115913555793579,3.439107142857143
inst_0679,6.913119088781004,5.627010382649893,6.211107277104703,5.947647539288785,6.401808368262104,5.551504853512802,5.984236071120003,5.862368766032636,3.0169582774599104,2.732780491449133,3.2988446918375387,2.770642857142857
inst_0004,6.003825510499507,5.884961240595833,6.390540726736814,5.952170934377849,5.932414813334739,5.806466311364912,6.266353365522887,5.898859073533644,3.58986362620316,3.3712852398971402,4.3855351532645965,3.0838214285714285
inst_0891,6.973393047036341,5.770196771518732,8.583224849099617,5.953493251376392,6.357361206798987,5.697912452528213,8.169484344917766,5.888976687564386,3.4047485133438817,2.9962107155124524,6.697124200762426,2.8298214285714285
inst_0289,6.034651528749455,5.9023099472017595,5.942590501868012,5.954725932231565,5.9311336397081735,5.820489764438042,5.856684703005534,5.894123140928604,3.4047820215717857,3.243003058854192,3.305821140344887,3.4770178571428576
inst_0502,5.912943956179858,5.776736057164992,8.461358105336707,5.957882053672141,5.8921226521619,5.726492124650965,8.315203364258684,5.9184735839234826,3.316194021939117,3.0038046987651117,6.784504650415656,2.822339285714286
inst_0223,6.051541196004211,5.9262972438007635,5.942590501868012,5.958051225777695,5.946529479822691,5.842044053697335,5.856684703005534,5.973768242497368,3.441380632401462,3.2804115792924713,3.305821140344887,3.5445357142857143
inst_0389,6.918048298112428,5.64545893849753,6.295486727966478,5.9637394047850245,6.419397096622921,5.567831253929866,6.060524631760958,5.863491672356909,3.150832479251443,2.784113668632479,3.5539568322926347,2.776839285714286
inst_0080,6.4362650612566235,5.81159746052328,8.44666699432619,5.96430499995229,6.147703662507533,5.719390928975246,7.9551786037313175,5.905738966896451,3.1834340893336206,2.939581483727923,5.743323223396415,2.8155178571428574
inst_0321,6.005716468813398,5.9297180588050304,5.997171924803957,5.969761194836099,5.931296098040155,5.837254312161523,5.8966601062993345,5.904445933317361,3.5742630730424807,3.3864535183099163,3.507097483633121,3.529428571428572
inst_0875,6.88009816739448,5.650132188218826,6.180224949219075,5.9709760676041945,6.370058677526458,5.569800678254771,5.966382233856768,5.874132180945304,2.9932146237314274,2.754010936666476,3.263840244252049,2.7816785714285714
inst_0243,6.037200912486022,5.905930671216703,5.942590501868012,5.971347509329641,5.933457540102818,5.823743242062085,5.856684703005534,5.9708099104552215,3.410306340187586,3.2486496279769512,3.305821140344887,3.4851785714285715
inst_0672,7.1080488055806175,5.8419343786214215,8.224778946742688,5.97647733629108,6.471512087156986,5.771982362903191,7.822301231222296,5.908736710030989,3.463077048424192,3.0881953993158846,5.257066992549763,3.0211964285714283
inst_0887,6.068630592080246,5.863671032048627,7.2478769338208995,5.977248057607388,5.935429239403065,5.803605229526008,7.125695425456644,5.977945958674499,3.6634665717182586,3.347686872994106,5.1407733793534955,3.355464285714286
inst_0085,5.983179138079425,5.896444662208216,6.198196030885153,5.978608796287415,5.937782346060304,5.834746314054376,6.122782362617708,5.91889525779094,3.7242632762419854,3.5053272624426297,4.1966748298862315,3.5501071428571427
inst_0834,6.758752442294268,5.642959783709789,6.166813202255703,5.978836957174406,6.3383046127501395,5.567288979376325,5.968977784850989,5.856462941212546,2.9123686176376826,2.7005994294224607,3.0451302186834517,2.768553571428572
inst_0472,6.084219055290696,5.910838578938873,7.84764845530797,5.980509433965638,5.975573733111709,5.834866127717832,7.642790507442462,5.953836699584004,3.544254639700578,3.2227566299823254,5.554624571318184,3.0465535714285714
inst_0034,6.747309559472364,5.9259117546431614,6.953946304317395,5.981589912047748,6.389695409378149,5.858054714844363,6.712906599777929,5.935560438149826,3.9602777456319957,3.5989241989582546,5.3604391252938335,3.331464285714286
inst_0457,6.9441470909709535,5.691630236580907,7.04704142927498,5.986361879077189,6.465352789487685,5.606251380697241,6.643027477453351,5.887355254371824,3.2392521476151357,2.8521041083134504,4.400549910171815,2.8003928571428576
inst_0473,6.046208865539581,5.918417675038399,6.825024039032436,5.98681943861581,5.985346750031904,5.858047567901428,6.7182124768641405,5.959869427622345,3.537615902996526,3.323947567184021,4.8332516415061235,3.017785714285714
inst_0463,6.041298542684256,5.968163428045505,6.30405539363881,5.992538054074302,5.9983445613757995,5.893847812109026,6.206905985806664,5.991189892772828,3.480424333808805,3.326629213486508,3.8436812088205143,3.374375
inst_0638,6.055904408322916,5.930561886422545,6.8289022393003425,5.998333576095936,5.947777845556666,5.845020983965948,6.644460769414978,5.938719583755663,3.582478824799807,3.3718911190281613,5.009136759173084,3.134464285714286
inst_0162,6.965489464753789,5.753919812541431,7.595101466489464,6.01249325233142,6.396993334523841,5.655510300463821,7.09469739578569,5.908844342177348,3.2715412937261044,2.9474747630027007,5.137728950669951,2.830517857142857
inst_0598,6.331965654698236,5.78817487435544,6.283018282860214,6.012743790421599,6.0752231894164765,5.689430265242757,6.086782620326478,5.921596204357899,3.1749220967437157,2.961356059599558,3.561053349998823,2.9068392857142857
inst_0545,6.080320887942166,6.013407421093765,6.31944782614828,6.014962405306413,6.026124854392939,5.919276418714436,6.194925363103291,5.984155459740035,3.652485776100405,3.4835696815009163,3.9922411596769707,3.2847321428571425
inst_0504,7.147235091001222,5.837513617195426,8.240282508694209,6.023875197948339,6.522705302306068,5.740179912805176,7.73716024809136,5.957860695390982,3.31761336935877,2.9163817236063094,5.0691747331636225,2.79975
inst_0175,7.201179750442652,5.9562432265944025,7.129563983091657,6.028921510267341,6.722069252021596,5.892736275574842,6.867381182574254,6.023115480422693,3.829522367363551,3.474957390122353,4.911059170327858,3.710428571428572
inst_0367,6.114638443484243,6.015910163170631,6.395181003736024,6.029549723885631,6.004046014590132,5.92256762489243,6.263369406011066,5.988673381881378,3.5781075181425175,3.4201641650807586,4.011642280689773,3.573
inst_0356,5.780117997125598,6.002800401830664,6.301393040871304,6.038433461631822,5.91803212174275,5.849550706184384,6.08220048446896,5.910494755989866,3.2479843819604683,3.0675054849075334,3.3397238685245774,3.085857142857143
inst_0176,6.35555611352096,5.824653715367011,6.283018282860214,6.039481712898104,6.095066521983119,5.7187222657777745,6.086782620326478,5.968869050731767,3.2190407405246173,3.005564513699504,3.561053349998823,2.93775
inst_0781,6.7072635466448585,5.914679460961491,7.535259321815413,6.040237938591555,6.196783638431645,5.867712697149969,7.53234324220954,5.984062575354267,3.600322217210498,3.358064720342975,5.459784325287796,3.150607142857143
inst_0919,6.097898738810632,6.038883130680582,6.368269008914148,6.043829979763303,6.037309411432216,5.936125212858945,6.243411846978155,6.044814742347967,3.846993800943898,3.609533354932232,4.373985264687916,3.848981818181818
inst_0627,6.124511340786026,5.954817824001502,8.200515612496146,6.044804998648791,6.0152431687578956,5.880481928451876,7.975810623926304,5.9686857253695305,3.6360782254700403,3.3202193821312935,6.332512042764579,3.059017857142857
inst_0195,6.068436132070535,5.880133472227798,7.359427677306622,6.04644124541883,6.057704103528802,5.829829018107799,7.264282665571866,6.00416449843879,3.52896860988813,3.2039581624779445,5.488901738069879,2.9260892857142857
inst_0947,6.732089725370479,5.946074287649555,8.379905971298076,6.048478012589641,6.2028973705148305,5.890858457735857,8.324004087696085,6.028358892134235,3.631952765119851,3.385736981933873,6.9962093295108545,3.0459107142857142
inst_0427,6.091002669608478,5.986483351653468,7.1923868333987215,6.053513409483861,6.050507010603068,5.916830498755407,7.016069513956677,6.030198255652187,3.7997842590269864,3.5688302993479337,5.15391414321173,3.68125
inst_0980,6.073493110809562,6.015195161341553,6.488951417098444,6.056070957549455,6.0309005623609515,5.933958115231723,6.35530083530204,6.007980804409371,3.614947185554022,3.4377886313661747,4.265635016409784,3.4566250000000003
inst_0782,6.71514236333882,5.905192234950896,7.164162237705223,6.0608324800128655,6.256059840555745,5.880426692379619,7.18559150153072,6.019506210715779,3.3327204232711503,3.094238342969785,4.592896544233001,2.882964285714286
inst_0946,6.134445210291222,5.9597332813761215,7.416291588590672,6.0617792962616575,6.0638260318978805,5.898669952603325,7.307133368878023,6.050247566131166,3.7234989258960987,3.4089445206699867,5.799976197221108,3.038982142857143
inst_0049,6.243117592553813,5.945207524003199,8.729897255137336,6.063433416651803,6.050196919757294,5.888600898442453,8.58577526066195,6.046323740149862,3.598955147840467,3.266080557873889,7.002613443233722,3.181928571428572
inst_0836,7.242958350818432,5.9573297572256525,8.825159304368958,6.0704162396982255,6.7216799757479215,5.874140234197798,8.27882560009666,6.069062980841827,3.652464539822862,3.315759182500154,7.374062663967505,2.9695
inst_0808,6.114520787640934,6.054360323807116,6.350039081992131,6.070417323968591,6.0353084300035995,5.9514315867056515,6.229680222783176,6.002972457877881,3.844466373465831,3.638441765888679,4.284984955079516,3.836517857142857
inst_0536,6.798068741156655,5.723101850590554,6.619403704123715,6.072299595366235,6.374108512238006,5.631007932081677,6.375662487856522,5.942474868934399,2.970361908032996,2.7688177430931273,3.750951359028338,2.8004821428571427
inst_0109,6.157462398339298,6.065000561235166,6.449762426671969,6.07279879275554,6.035934931068956,5.9632594882235415,6.303344809304867,5.996981160561556,3.713204486352469,3.5405120783421506,4.212918623978007,3.495339285714286
inst_0622,6.189922862769092,5.925265064326299,7.072782052095635,6.074416412432838,6.001052975457056,5.85915615059907,6.937840547632974,6.068925673382036,3.3789202305546464,3.085006432605599,4.363659754929449,2.887
inst_0419,6.172879132807287,5.963209115419762,7.027783905049969,6.074653762790263,6.041335139922091,5.905989847008146,6.93602205729876,6.026206871567759,3.8277241319947253,3.5595562285165516,5.56191268531151,3.221267857142857
inst_0450,6.124231922272447,6.049877527928257,6.21056353910567,6.079186385206921,6.06038860303869,5.982688268504003,6.1365720063805895,6.013692439912701,3.854484716941861,3.6708380463725296,3.940138891810115,3.751803571428572
inst_0731,7.053546453844295,5.873425533600795,6.9983320408797915,6.081505991606006,6.48805069441571,5.7794134233143595,6.715597903631429,5.968876934153972,3.4635535024347917,3.234019931513786,5.038320022548547,2.9769821428571426
inst_0929,6.149932420828458,6.0838560342847305,6.41482153476911,6.083917350557661,6.062424813658642,5.984972669822312,6.285958536961477,6.047096705661183,3.817646985341158,3.6159341809328183,4.220161607338993,3.4068392857142857
inst_0386,6.9074132114746964,5.845365597160804,6.942986943591906,6.086463498387988,6.455198727978783,5.764582491674081,6.700884099774479,5.97557505747168,3.6863039150887675,3.296443731304259,5.268601407708736,3.077714285714286
inst_0868,6.503232456233956,5.993500765896262,6.774797775154701,6.091229002308637,6.231330696971789,5.8996293866642615,6.545423349329184,6.063830750698901,3.533517285105223,3.3257645357039802,4.319590882775486,3.240625
inst_0674,6.875711892348888,5.817181305734817,6.56018200418856,6.093264150942834,6.447620731615279,5.72762878601186,6.338671044074542,5.981358808132001,3.262497979488966,3.0587342099294506,3.9235678883149268,2.957875
inst_0993,7.2928191549287895,5.988718726165668,8.055248798732993,6.09692085110302,6.640486066092561,5.905840705105567,7.676823192243078,6.028705407588758,3.729234172945635,3.303488693311135,5.382582047256836,3.351339285714286
inst_0373,6.17133744889726,6.045456427248451,8.15165969390716,6.098172580327867,6.073959351355761,5.954262459167475,7.7803673195031635,6.016160730323494,3.6470483182418123,3.400562344027115,5.565198758062349,3.2194107142857145
inst_0229,6.306065416285904,6.044978861769926,6.895009776632724,6.102915135759512,6.163103166172815,5.980356747044258,6.792675308972802,6.18056890735753,3.5574815217770053,3.296339933623305,4.3628859079071,2.973607142857143
inst_0017,7.30302964223885,6.0172057578526505,8.64486425318731,6.107307648401894,6.748585250167417,5.886337979292768,8.206027327949688,6.0486381601950345,3.5071014825108735,3.179744188702699,6.579826992149005,2.9143214285714283
inst_0486,6.6648309125647485,6.356840451922388,6.918499740106057,6.113124001539537,6.277511499353621,6.127817396182312,6.576900155269907,6.186048828458946,3.746304038036476,3.442321575252806,4.20144820366137,3.631285714285714
inst_0713,6.888117788580237,5.898356593483741,7.214952414562891,6.11331300870891,6.433570761980011,5.780289409959732,6.856049583496131,5.982576039734212,3.5202223087466833,3.227488936129937,5.344668641576218,2.9371071428571427
inst_0688,7.188096864598608,5.9659856467338495,6.761867601174162,6.124507103798725,6.707286952564369,5.8882096895229745,6.513829292677507,6.042274411409202,3.7758507537898804,3.432384836341434,4.348807749964139,3.458017857142857
inst_0411,6.589681506591142,5.91393296068002,7.36580956053106,6.1278329196522,6.186845062237429,5.814405341359153,7.062413014863505,6.036098895168986,3.3312979877133655,3.0146087591720248,4.43455203173462,2.82575
inst_0695,7.553581226066687,5.899856953928331,8.823848976981662,6.129572613318806,6.873918171038397,5.8040412930103455,8.332004293091577,6.0595866111164245,3.4020006875499207,2.979996856387635,5.728248350115463,2.838214285714286
