# Started at: 2021-04-24 01:51:59 +0000, Version: v0.1-129-g3cfe73e, Generated by: thermobench --verbose --fan-cmd=fan --fan-on=0 --time=1800 --wait=30 --wait-timeout=240 --sensors_file=/root/thermobench/src/sensors.imx8 --cpu-usage --column=CPU0_work_done --column=CPU1_work_done --column=CPU2_work_done --column=CPU3_work_done --column=CPU4_work_done --column=CPU5_work_done --column=work_done --output=/root/experiment8_out/Instance1/2/globalILP.json.yaml.csv -- demos-sched -c /root/experiment8/Instance1/globalILP.json.yaml
time/ms,CPU_0_temp/m°C,CPU_1_temp/m°C,GPU_0_temp/m°C,GPU_1_temp/m°C,DRC_temp/m°C,PMIC_temp/m°C,Cortex_A53_0_freq/Hz,Cortex_A53_1_freq/Hz,Cortex_A53_2_freq/Hz,Cortex_A53_3_freq/Hz,Cortex_A72_0_freq/Hz,Cortex_A72_1_freq/Hz,ambient/°C,cam_cpu,cam_mem,power/µW,CPU0_work_done,CPU1_work_done,CPU2_work_done,CPU3_work_done,CPU4_work_done,CPU5_work_done,work_done,CPU0_load/%,CPU1_load/%,CPU2_load/%,CPU3_load/%,CPU4_load/%,CPU5_load/%
1.0944,30300,30700,30500,29500,30100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,,0,0,0,0,0,0
122.754,,,,,,,,,,,,,,66.28,62.19,,,,,,,,,,,,,,
992.917,31300,31700,31100,30500,30900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,,77.3196,81.8182,48.9796,49.4845,21.4286,32.6531
1178.78,,,,,,,,,,,,,25.329,,,,,,,,,,,,,,,,
1992.52,31500,32600,31500,30500,31300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7620290.245674798,,,,,,,,83,87.8788,53.4653,43,36,34.3434
2992.55,31700,32600,31700,30900,31300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7575271.690212573,,,,,,,,85,91,61,45,39,41.4141
3993.09,31700,32100,32100,30900,31700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7680961.9580198405,,,,,,,,90.9091,89,61.3861,48.5149,29,34
4993.22,32300,33000,32500,31500,32100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8395311.754033215,,,,,,,,86.4078,88.8889,75.7576,63,44,48
5992.75,32600,33400,32500,31700,32500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8709671.87471797,,,,,,,,91.8367,98,65,62.6263,32.3232,41.4141
6992.49,32800,33600,32800,32100,32600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8463029.80186967,,,,,,,,84,88.8889,56.5657,49,34,37.6238
7992.99,33000,33200,33000,31700,32500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7803853.194253861,,,,,,,,85.1485,90,55.4455,42,35,34
8992.99,33000,34200,33000,31900,32600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7424535.333870988,,,,,,,,84,90.1961,60,45.098,38.6139,41.4141
9992.67,33200,33600,33400,32500,32800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7842929.92669729,,,,,,,,92.9293,88.8889,67,53.5354,34,39
10286.4,,,,,,,,,,,,,,66.12,62.15,,,,,,,,,,,,,,
10992.3,33400,34800,33800,32800,33200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8691154.627961205,,,,,,,,85.2941,89.899,76.2376,62.6263,44.4444,47.4747
11239.5,,,,,,,,,,,,,25.319,,,,,,,,,,,,,,,,
11992.5,34000,35800,34000,33200,33200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8727799.341641571,,,,,,,,91.8367,97,61,62.6263,32.3232,41
12992.5,34200,35200,34000,33200,33800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8387255.169143333,,,,,,,,84,90,55.5556,43.5644,34.6535,37.3737
13992.8,34200,34800,34400,33400,34000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7885846.303594801,,,,,,,,85.1485,90,60.396,45,35.6436,34
14992.6,34000,34600,34400,33200,33800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7383922.277222871,,,,,,,,84,89.1089,55.4455,41.5842,33,36.3636
15992.4,34400,35000,34800,33600,34000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8072578.473221876,,,,,,,,92.9293,89,71.7172,58.5859,39.3939,44.5545
16993.2,35000,36600,35200,34400,34600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8761567.445923049,,,,,,,,90.1961,94.9495,75,63,43.4343,48.5149
17992.9,35200,36600,35200,34400,35200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8553161.826191038,,,,,,,,85.8586,92.0792,57,58,31.6832,38.3838
18992.6,35200,37000,35400,34400,34800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8085519.403320772,,,,,,,,85,89.899,55,43,35.3535,36
19992.5,35400,36200,35600,34800,35200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7880117.658050731,,,,,,,,84.1584,90,61,45.5446,35.6436,37.3737
20425.5,,,,,,,,,,,,,,66.04,62.03,,,,,,,,,,,,,,
20993,35200,35800,36000,34600,34800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7695222.835160117,,,,,,,,85.8586,89,56,42.4242,29.2929,33
21300.3,,,,,,,,,,,,,25.351,,,,,,,,,,,,,,,,
21992.8,35600,36200,36000,35000,35400,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8208953.077748005,,,,,,,,92.0792,89,76,63,44.5545,47.4747
22993,36000,37500,36400,35400,35600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8547360.3753772,,,,,,,,91.0891,97.9798,70,62,39,47
23992.9,36400,37400,36800,35400,35800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8507534.417791842,,,,,,,,84.8485,88.8889,56.5657,53.5354,31.3131,35
24992.5,36400,37400,36600,35600,36000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7795334.84811956,,,,,,,,84,90.099,55,42.5743,37,36
25992.9,36600,37700,36600,35600,35800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7783494.476631835,,,,,,,,85,90,61.3861,45,38,42
26992.8,36600,36800,36800,36000,36000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7793176.866581957,,,,,,,,90,88.8889,60,48,29,33.3333
27992.8,36600,37400,37200,36200,36800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8369389.069176674,,,,,,,,87,89.1089,76,62,44.5545,48
28993.2,37500,38100,37400,36400,36800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8767085.416806852,,,,,,,,91.9192,97.9798,65.6566,63,33.3333,42
29992.3,37200,38100,37500,36800,36800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8566345.669163836,,,,,,,,84.3137,89.899,57.8431,48.4848,34,36.3636
