# Started at: 2021-04-24 02:24:59 +0000, Version: v0.1-129-g3cfe73e, Generated by: thermobench --verbose --fan-cmd=fan --fan-on=0 --time=1800 --wait=30 --wait-timeout=240 --sensors_file=/root/thermobench/src/sensors.imx8 --cpu-usage --column=CPU0_work_done --column=CPU1_work_done --column=CPU2_work_done --column=CPU3_work_done --column=CPU4_work_done --column=CPU5_work_done --column=work_done --output=/root/experiment8_out/Instance1/2/minutilLTF.json.yaml.csv -- demos-sched -c /root/experiment8/Instance1/minutilLTF.json.yaml
time/ms,CPU_0_temp/m°C,CPU_1_temp/m°C,GPU_0_temp/m°C,GPU_1_temp/m°C,DRC_temp/m°C,PMIC_temp/m°C,Cortex_A53_0_freq/Hz,Cortex_A53_1_freq/Hz,Cortex_A53_2_freq/Hz,Cortex_A53_3_freq/Hz,Cortex_A72_0_freq/Hz,Cortex_A72_1_freq/Hz,ambient/°C,cam_cpu,cam_mem,power/µW,CPU0_work_done,CPU1_work_done,CPU2_work_done,CPU3_work_done,CPU4_work_done,CPU5_work_done,work_done,CPU0_load/%,CPU1_load/%,CPU2_load/%,CPU3_load/%,CPU4_load/%,CPU5_load/%
1.09215,30100,30500,30300,29300,29900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,,33.3333,0,0,0,0,0
108.102,,,,,,,,,,,,,,65.79,61.66,,,,,,,,,,,,,,
992.309,30500,32600,30900,30500,30900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,,21.6495,12.8713,8,9,76.5306,72.9167
1167.64,,,,,,,,,,,,,25.19,,,,,,,,,,,,,,,,
1992.51,31300,33000,31500,30700,31500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8602102.687881535,,,,,,,,13,10,8.08081,0,92.0792,87.3786
2991.88,31300,33000,31700,31100,31700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8666280.018750893,,,,,,,,13,10.101,9,0,98.9796,93.9394
3992.39,31900,33400,32100,31500,31700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8936184.60736555,,,,,,,,12,10,8,0.990099,98.0392,95
4991.9,32300,34200,32500,31900,32500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9037457.63000626,,,,,,,,3,2,2,0,99,94
5991.96,32600,34600,32800,32100,32600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9011745.898819972,,,,,,,,10.8911,8,6.93069,0,100,97.0297
6992.45,32800,34800,33000,32500,32800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8934046.130789304,,,,,,,,13,10,8.08081,0,98.9899,94.0594
7992.28,32800,35000,33200,32600,33200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8838410.609858533,,,,,,,,13,11,8.91089,0,98.0392,94.9495
8991.7,33200,35000,33600,33000,33600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8905653.534274522,,,,,,,,12,10,8,0,98.9899,94.1176
9991.89,33600,35200,33600,33000,33600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9154388.943091925,,,,,,,,13,10,8.08081,0.990099,98.9899,94.9495
10217.5,,,,,,,,,,,,,,65.96,62.03,,,,,,,,,,,,,,
10991.6,33600,36000,33800,33400,34000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9085322.056528345,,,,,,,,1,0,0,2.04082,100,96
11229.2,,,,,,,,,,,,,25.233,,,,,,,,,,,,,,,,
11992.3,33800,36000,34200,33200,34000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9025772.486194108,,,,,,,,13,10.8911,8.91089,0,98,95
12991.7,34000,36400,34400,33800,34200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8972125.379115034,,,,,,,,13.7255,10.101,8.08081,0,98.9899,95
13991.9,34400,36600,34600,34200,34400,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8858731.802863734,,,,,,,,13,10.8911,8,0,98.9899,94.0594
14992,34600,36600,35000,34000,34800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9045542.320005542,,,,,,,,11.1111,10.8911,8.91089,0.990099,99,94
15992,35200,36800,35200,34200,35000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9262651.1678455,,,,,,,,12,11,8.08081,0,98.0392,95.0495
16992,35200,37400,35400,35000,35200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8988556.749574574,,,,,,,,1,0,0,1,100,96.9697
17991.6,35200,37400,35600,35000,35400,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9061120.526347132,,,,,,,,12.8713,10.101,8.91089,0,99.0099,93.9394
18992.5,35600,37700,36000,35400,35800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8976394.072942989,,,,,,,,12.1212,10,8.08081,0.990099,98.9899,95
19992.1,35600,38100,36000,35400,35800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8906778.58559535,,,,,,,,12,11.7647,8,0,98.0198,94.0594
20327.6,,,,,,,,,,,,,,65.96,61.78,,,,,,,,,,,,,,
20992.2,36000,37900,36400,35400,36000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9051579.237686053,,,,,,,,13.8614,14.1414,8.91089,0,99,95
21284.5,,,,,,,,,,,,,25.254,,,,,,,,,,,,,,,,
21992.2,36400,38100,36600,35800,36200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9242367.170981294,,,,,,,,9,8,8.08081,0,98.9899,94
22991.6,36400,38500,36800,36200,36400,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9087121.251762802,,,,,,,,4,2,0,0,100,97
23992.5,36600,38900,37200,36400,36800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9072853.23905311,,,,,,,,13,10,8,0,98.0198,95.0495
24992.5,36800,38900,37200,36600,36800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8885766.348187936,,,,,,,,11.1111,11,9,0,99,94
25992.2,36800,38900,37500,36600,37200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8912409.316866847,,,,,,,,13,10.8911,8,0,98.9899,94.0594
26992.3,37200,38900,37500,37000,37400,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9041062.525683036,,,,,,,,12.8713,10,8.91089,1,98,94.9495
27992.1,37200,39100,37900,37000,37200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9236232.85794207,,,,,,,,3.0303,3.0303,3.0303,0,99.0099,94
28991.7,37500,39900,37900,37200,37700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9055422.281359244,,,,,,,,9.90099,7,5,0,100,97
29992.3,37500,40100,38100,37400,37900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9063955.639456052,,,,,,,,12.1212,10.8911,8,0,98.9899,94.0594
30444.5,,,,,,,,,,,,,,65.87,61.78,,,,,,,,,,,,,,
30992.4,37700,39900,38500,37700,37900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9004846.64134642,,,,,,,,13,11,9.90099,3.06122,98.0198,95.0495
31338.6,,,,,,,,,,,,,25.276,,,,,,,,,,,,,,,,
31992.4,37900,39900,38500,37700,37900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9013979.16481902,,,,,,,,12,10,8.08081,0,99,94
32992.2,38100,40100,38500,37900,37900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9263164.639711095,,,,,,,,12.1212,10,9.80392,0,99,95
33991.8,38700,40500,38900,38100,38500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9126343.597845191,,,,,,,,0.990099,0,0,0,100,96
34992.2,38300,40700,39100,38100,38300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9149485.385883266,,,,,,,,13,10.8911,9.80392,0.990099,98.0198,95
35991.9,38500,40900,39500,38300,38700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9060390.432724062,,,,,,,,12,10.101,9,0,98.9899,95.0495
36992,38900,41300,39300,38700,38900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8940158.665653039,,,,,,,,12,10,8.91089,0,99,94
37992.1,39100,41300,39500,38500,38900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9084481.36093604,,,,,,,,13.8614,10,9.90099,0,98,94.0594
38992.4,39500,41300,39900,38700,39100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9364553.83424983,,,,,,,,12,10,8,0,99.0099,94.9495
39992.1,39500,42100,40300,39300,39500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9103981.485561496,,,,,,,,0,0,0,0,100,96.0396
40547,,,,,,,,,,,,,,65.91,61.82,,,,,,,,,,,,,,
40992.3,39500,41700,39900,39300,39500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9115130.815979801,,,,,,,,13,14,9.90099,0,98.9899,95
41400.8,,,,,,,,,,,,,25.308,,,,,,,,,,,,,,,,
