benchmark,affinity,slopeimxa,interceptimxa,slopeimxb,interceptimxb,slopetx,intercepttx
a2time-4K,big,1.0505038527520547,0.1590802978220624,0.9844350429996958,0.1908365467570911,1.5972448955688543,0.3230141302140512
a2time-4M,big,1.142446544783514,1.627796292441822,1.079751949123648,1.096376591296715,2.1923182965472723,0.4591692679359975
aifirf-4K,big,1.467876146533304,0.1396438598989302,1.386087803783588,0.1746077060316659,1.9186913769263023,0.3458865861923397
aifirf-4M,big,1.7229855953111368,1.0822298032629174,1.6126508678631255,0.703821472286454,1.9881144046675807,0.4360419561777866
bitmnp-4K,big,0.7441056086603632,0.2228277105969223,0.7207295540108083,0.2147223384945142,1.5231782533254403,0.3024475053677311
bitmnp-4M,big,0.8810579510664649,1.3116924335644953,0.7927847647671751,0.927864101136218,1.483734819269765,0.4878391154191317
canrdr-4K,big,1.0818332458759352,0.2948354185489847,1.1068858215957862,0.1447493941499278,1.9873482728252547,0.328308513039222
canrdr-4M,big,1.3203872798977994,1.5866328796525693,1.264783732754613,1.0470248708009935,2.259384477864561,0.6538208637366609
idctrn-4K,big,1.5091972932995956,0.1866744260956192,1.5013160507991206,0.1040936230163511,2.2300375843921305,0.3670527935812857
idctrn-4M,big,1.6805007561794163,1.2741246873310423,1.6541146586528876,0.7102082756766999,2.3557225461152624,0.4355277525052892
iirflt-4K,big,1.3097385946926767,0.2987186713822964,1.2803810129186657,0.2073526660699398,1.581702020167512,0.3327092238108373
iirflt-4M,big,1.4667992273387576,1.4311409769043966,1.437909073879684,0.8532361965874804,1.7607810988139845,0.4472381460245969
matrix-4K,big,1.3037322942476282,0.9018167543654076,1.59400421889507,0.4107467942697651,1.881142808421488,0.2661970067826202
matrix-4M,big,1.9204293396101288,0.987126913701328,1.78741671943967,0.5854096624956009,1.8169952133376888,0.376387055131532
membench-1K-RO-R,big,0.4129014750198401,0.2490598554188983,0.4063945077663469,0.2050916645533993,0.6182822164587951,0.3358910681276126
membench-1K-RO-S,big,0.4189357264462323,0.2490857555281529,0.4089263989358809,0.1922280862366046,0.6067585039565806,0.338811062297307
membench-1K-RW-R,big,0.8270718841032094,0.2233031404898815,0.7785204640352088,0.1786936098548599,1.433786718201712,0.3417394626096341
membench-1K-RW-S,big,0.8068135070992133,0.2083540854217158,0.7678346614769094,0.174769089466289,1.4436238426147066,0.3295453248687656
membench-1M-RO-R,big,0.6714747303011528,1.4835507913611783,0.5165982881210658,1.046828349198479,0.4864156708440585,0.7467884464502954
membench-1M-RO-S,big,1.244531363451368,1.2202345759831648,0.8970942789843752,0.9613932013879536,1.9083861396813344,-0.3234327004847528
membench-1M-RW-R,big,0.8074583342028259,1.5781717454317103,0.5535849850119448,1.154812684247687,0.4422166667629659,1.2062811216202118
membench-1M-RW-S,big,1.0107583060971503,1.8622928474573768,0.6578410535418335,1.4281025217045942,2.836476580615649,-0.7671975283095418
membench-4M-RO-R,big,0.5126996133532016,1.8001058247985338,0.3686624440002752,1.3298289281791955,0.5616873571478851,0.332648936671656
membench-4M-RO-S,big,0.2629796122508807,3.1755975883402723,0.2956825000977829,2.1910576524402297,1.7261446815506591,0.8141665339781441
membench-4M-RW-R,big,0.5541057890003449,1.900764028157484,0.4276393244857503,1.3746744877888712,0.682125154844011,0.3635414331156972
membench-4M-RW-S,big,0.3468575095340505,3.1745930327581267,0.2909001557809798,2.347726106844253,2.0894096024408144,1.583394468086388
pntrch-4K,big,1.2498996985359554,0.3853134094351986,1.3315865970583562,0.1042311916423939,1.62344382060338,0.2649624205358507
pntrch-4M,big,1.5876272330254544,0.740877751927389,1.4711299970674556,0.4043696829001826,1.6323211654421907,0.3623934043234293
puwmod-4K,big,1.1902371682446802,0.2378079962607042,1.1360236409863171,0.1747826830162901,1.9212547214899072,0.3054978897228397
puwmod-4M,big,1.3890882841381504,1.5298611285612296,1.3528106385325094,0.9485877787580276,2.12084198259637,0.3745546618998028
rspeed-4K,big,1.6483098890417338,0.1469585441875551,1.4654431242527863,0.1429253323811581,1.7352238192484446,0.1199713957404351
rspeed-4M,big,2.207915565695288,1.7580574625694894,2.0753341421914677,1.1368483351631644,1.9925363991106095,0.4553683745635379
tblook-4K,big,1.4983469480133706,0.2878774520654144,1.4522183643887034,0.1516929252501606,1.5703597722827238,0.3470712931768962
tblook-4M,big,1.678870028611744,1.3523695804929048,1.616966429225399,0.7814475802311316,1.6787763412256265,0.3873968550475868
tinyrenderer-boggie,big,1.0853963898218346,1.46820598092752,0.9626852080259498,1.0225416202228148,1.0252490676505728,0.4700788353369831
tinyrenderer-diablo,big,1.1353433539191018,1.3381732450780175,1.0001108637834086,0.9289230518376934,1.0148846377079757,0.3785860918965604
ttsprk-4K,big,1.2940971186259231,0.2048468448157194,1.1495060746323045,0.2359049299257094,1.589500153323839,0.288844227559895
ttsprk-4M,big,2.05951388526124,-0.3373093827503854,1.577697531704464,0.0545384037012022,1.5757802881631822,0.2576079142527363
