# Started at: 2021-04-03 15:47:51 +0000, Version: v0.1-120-gbc4d265, Generated by: thermobench --verbose --fan-cmd=fan --fan-on=0 --time=1800 --wait=30 --wait-timeout=240 --sensors_file=/root/thermobench/src/sensors.imx8 --cpu-usage --column=CPU0_work_done --column=CPU1_work_done --column=CPU2_work_done --column=CPU3_work_done --column=CPU4_work_done --column=CPU5_work_done --column=work_done --output=/root/experiment7_ref_out/Instance6/2/b2predLTF.json.yaml.csv -- demos-sched -c /root/experiment7_ref/Instance6/b2predLTF.json.yaml
time/ms,CPU_0_temp/m°C,CPU_1_temp/m°C,GPU_0_temp/m°C,GPU_1_temp/m°C,DRC_temp/m°C,PMIC_temp/m°C,Cortex_A53_0_freq/Hz,Cortex_A53_1_freq/Hz,Cortex_A53_2_freq/Hz,Cortex_A53_3_freq/Hz,Cortex_A72_0_freq/Hz,Cortex_A72_1_freq/Hz,ambient/°C,cam_cpu,cam_mem,CPU0_work_done,CPU1_work_done,CPU2_work_done,CPU3_work_done,CPU4_work_done,CPU5_work_done,work_done,CPU0_load/%,CPU1_load/%,CPU2_load/%,CPU3_load/%,CPU4_load/%,CPU5_load/%
1.09553,30100,30700,30500,29700,30100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,0,0,0,0,0,0
121.994,,,,,,,,,,,,,,57.00,54.30,,,,,,,,,,,,,
995.339,30900,31500,30900,30100,30300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,93.9394,76.7677,78.5714,78.4314,29.5918,19
1038.66,,,,,,,,,,,,,24.664,,,,,,,,,,,,,,,
1995.82,31500,32300,31300,30700,31100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,90.099,85.8586,83,76.2376,26.7327,20.202
2995.61,31300,31700,31700,30700,31100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,91.8367,88,85.1485,79.5918,22,13.8614
3995.36,31100,31700,31300,30500,30700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,93.9394,88,84,76.2376,19,8
4995.03,31700,32300,31700,30900,31300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,98.0198,93,92,87,33.3333,21
5995.74,31900,32600,32100,31300,31500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92.1569,85.1485,82,77.7778,31.3725,21.2121
6995.48,31900,33000,32100,31300,31700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,91.9192,88.8889,85,78.2178,21.2121,18
7995.25,32100,33800,32500,31500,31900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92,88,85,80,27,15
8995.03,32500,32600,32500,31500,31900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,100,94,91.0891,85,22,9.09091
9995.74,33000,33200,33200,32100,32500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92.1569,85.1485,84.8485,81,33.6634,21.7822
10217.1,,,,,,,,,,,,,,57.00,54.46,,,,,,,,,,,,,
10995.1,33200,33800,33200,32500,32600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,91.9192,88.8889,85.1485,77,26.2626,24
11107,,,,,,,,,,,,,24.664,,,,,,,,,,,,,,,
11995.1,32800,34000,33400,32300,32800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92.0792,88,85,80,21,13
12995.9,32600,33400,33200,32300,32500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,95.9596,90,87,79.2079,20,7
13995.6,33400,33800,33600,32500,33000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,96,89.899,88,84,34,21
14995.3,33600,34200,34000,33000,33000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92,86.2745,83,76.7677,27,21
15995.1,33600,34400,34000,33000,33200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92,88.8889,85,78,21.2121,15
16995.8,33800,35400,34000,32800,33400,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92,87.8788,86.1386,80,26.7327,17.1717
17995.6,34000,34400,34400,33000,33400,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,100,94,91.9192,87,25,12
18995.1,34200,35400,34200,33200,33800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92,86,84,78.2178,34,20.202
19995.8,34800,35200,34800,33600,34000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,91.0891,87.8788,85.1485,79,26,21
20313.1,,,,,,,,,,,,,,57.00,54.50,,,,,,,,,,,,,
20996,34600,35400,34800,34000,34400,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,91.9192,88.3495,85.1485,79.798,21.2121,17.8218
21167.5,,,,,,,,,,,,,24.686,,,,,,,,,,,,,,,
21995.4,34600,35000,34800,33800,34000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,100,92.9293,89.1089,82.1782,20,8
22996,34800,35400,35200,34000,34200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92,87,86,79.798,34.3137,21
23995.1,35200,35600,35400,34400,34600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,91.9192,87.8788,85,79.798,26.2626,22
24995.2,35200,35600,35600,34400,34800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92.0792,88,83.1683,78,21,13
25995.3,34800,35400,35200,34400,35000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92.0792,87,83.8384,78.2178,25,13
26995.1,35200,36000,35800,34600,34600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,100,94.0594,93.0693,88,28.7129,16.3265
27995.9,35600,36600,35800,34800,35000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92.0792,86,83,78.2178,33.3333,22.549
28995.6,35800,37400,36200,35200,35400,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,91.9192,89,85,77.7778,25.7426,21
29995.4,36000,37500,36200,35200,35800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92,87.8788,85.1485,79.798,22,14
30421,,,,,,,,,,,,,,57.12,54.54,,,,,,,,,,,,,
30995.8,36000,36200,36400,35200,35200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,100,93.9394,90.9091,83.1683,22.2222,7.07071
31231.9,,,,,,,,,,,,,24.697,,,,,,,,,,,,,,,
31995.9,36400,36800,36800,35600,35600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,91.9192,85.1485,85,80.198,33,22
32995,36800,37200,37000,36000,36000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92,89.1089,86,79.2079,26.2626,21
33995.2,36400,37200,36800,35800,36200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92,88,85,78.7879,21.7822,14
34995.3,36200,37000,36800,35600,35800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,91.9192,85.8586,82.3529,75,22,10
35995.4,36800,37400,37000,36000,36000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,100,94,92.8571,88.8889,31.6832,18.1818
36995.1,37000,37500,37200,36000,36200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,91.1765,86,83,77,33.3333,23.7624
37995.2,37200,38500,37500,36200,36600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92.0792,88,85.1485,77,23,20.4082
38995.7,37200,38700,37400,36400,36800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92,88.1188,85,80.198,25,13.8614
39995.8,37200,37700,37500,36400,36600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,100,93.9394,90,86,20,7.92079
40532.3,,,,,,,,,,,,,,57.04,54.21,,,,,,,,,,,,,
40996,37700,38100,37500,36600,36800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92.0792,87.1287,85.1485,80.198,36.2745,22
41294.8,,,,,,,,,,,,,24.718,,,,,,,,,,,,,,,
41995.6,37500,38100,37900,36800,37200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,91.9192,87.8788,85.7143,77.551,26.2626,21
42995.8,37700,38500,38100,37200,37200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92,88,84.3137,80,21,14
43995.9,37500,38300,38100,37000,37200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92,87.1287,82,75,19.1919,8
44995,37900,38500,38500,37200,37200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,100,92.0792,93,88,33.6634,21.7822
45995.1,38100,38900,38500,37400,37500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92,85.8586,83,77,32,21.2121
46995.2,38100,38900,38500,37500,37700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92,88.8889,85.1485,78.7879,21.2121,18
47995.4,38300,40100,38700,37400,37700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,91.9192,88,85,80,27,17.1717
48995.2,38300,38700,38500,37400,37400,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,100,94.0594,91.0891,85,21.5686,8
49995,38700,39300,38700,37500,37700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92,33.3333,85,77,33.3333,21
50657.1,,,,,,,,,,,,,,57.00,54.34,,,,,,,,,,,,,
50995.8,38700,39900,39100,37900,38300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92,87.3786,85,77.6699,27,22.7723
51354.2,,,,,,,,,,,,,24.707,,,,,,,,,,,,,,,
51995,38700,39300,39100,37900,38300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,91,88.8889,85,79.798,21.2121,13.8614
52995.8,38700,39100,39100,37900,37900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,96,89,86.1386,78,19,8
53995.5,39100,39700,39500,38100,38100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,97,89.899,89.899,84.8485,34,20.202
54995.2,39100,40100,39500,38300,38500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92,86,82,76.7677,28,21
55995.9,39100,39700,39900,38300,38300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,91.0891,89.1089,85,78.2178,22,16
56995.7,39100,40100,39300,38300,38500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92,88,85,79.798,27,15
57995.5,39100,39900,39700,38100,38100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,100,93.9394,91,86,23.2323,11.1111
58995.6,39700,39900,39900,38500,38500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92,86,84.1584,80,33,21
59995.7,39900,41300,40300,38900,38900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92,88.8889,85.1485,78,26.7327,21
60832.5,,,,,,,,,,,,,,57.00,54.38,,,,,,,,,,,,,
60995.8,39700,40700,40300,39100,39100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92.0792,87,85.8586,80,21.2121,16
61414.5,,,,,,,,,,,,,24.707,,,,,,,,,,,,,,,
61995.3,39500,40100,39900,38700,38700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,98.9899,93.0693,88.1188,81,20,8
62995.4,39900,40500,40300,38700,38900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,93,88,87,81,34.6535,21
63995.5,40300,40500,40500,38900,39300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92,85.1485,83.1683,78.4314,26,21
64995.6,39900,40700,40500,39300,39300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92.0792,88,84.8485,77.7778,22.549,14.8515
65995.7,39900,41300,40300,39100,39300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,91.9192,88,84.3137,79.798,25.5102,14
66996,40300,40500,40500,39100,39300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,100,94.9495,93.8776,88,27,14.1414
67995.2,40500,41700,40900,39300,39300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,91.8367,86.1386,82.1782,76.7677,33,20.7921
68995.3,40700,41900,40900,39700,39700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92.1569,87.8788,84.8485,78,26.7327,20.202
69995.4,40700,41700,40900,39900,40100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,91.9192,88,85.8586,80,22,15.6863
70945.1,,,,,,,,,,,,,,57.08,54.42,,,,,,,,,,,,,
70995.3,40500,40900,41100,39500,39700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,100,94,90.2913,84.1584,19.1919,10
71474.4,,,,,,,,,,,,,24.718,,,,,,,,,,,,,,,
71995,40500,41100,41100,39500,39900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92.0792,86,84.8485,79.798,33.6634,21.2121
72995.2,41100,41700,41100,40100,40300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,91.9192,88,85,80,26.2626,21
73995.3,40700,41700,41300,40100,40100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,92.0792,88.1188,85.1485,78,21,13.1313
74996,40300,41300,41100,40100,40100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,91,86,82,76,23.2323,11.8812
75995.5,40700,41300,41500,39900,39900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,100,94,93.9394,88,29,17.1717
76995.7,41300,42500,41900,40300,40300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,91.9192,86,81.1881,78.2178,34,21
