# Started at: 2021-04-23 23:40:09 +0000, Version: v0.1-129-g3cfe73e, Generated by: thermobench --verbose --fan-cmd=fan --fan-on=0 --time=1800 --wait=30 --wait-timeout=240 --sensors_file=/root/thermobench/src/sensors.imx8 --cpu-usage --column=CPU0_work_done --column=CPU1_work_done --column=CPU2_work_done --column=CPU3_work_done --column=CPU4_work_done --column=CPU5_work_done --column=work_done --output=/root/experiment8_out/Instance2/1/refLTF.json.yaml.csv -- demos-sched -c /root/experiment8/Instance2/refLTF.json.yaml
time/ms,CPU_0_temp/m°C,CPU_1_temp/m°C,GPU_0_temp/m°C,GPU_1_temp/m°C,DRC_temp/m°C,PMIC_temp/m°C,Cortex_A53_0_freq/Hz,Cortex_A53_1_freq/Hz,Cortex_A53_2_freq/Hz,Cortex_A53_3_freq/Hz,Cortex_A72_0_freq/Hz,Cortex_A72_1_freq/Hz,ambient/°C,cam_cpu,cam_mem,power/µW,CPU0_work_done,CPU1_work_done,CPU2_work_done,CPU3_work_done,CPU4_work_done,CPU5_work_done,work_done,CPU0_load/%,CPU1_load/%,CPU2_load/%,CPU3_load/%,CPU4_load/%,CPU5_load/%
1.0914,30100,30700,30500,29500,30300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,,0,33.3333,0,33.3333,0,50
118.699,,,,,,,,,,,,,,66.76,62.63,,,,,,,,,,,,,,
992.874,31300,31500,31300,30100,30900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,,81.8182,82.8283,77.7778,69.3878,30.303,24.4898
1376.15,,,,,,,,,,,,,25.78,,,,,,,,,,,,,,,,
1992.6,31500,32600,31500,30700,31300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7768450.7499945555,,,,,,,,93.0693,85,76.7677,72,30.303,25
2992.65,31900,32300,31900,30900,31700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7953692.203892819,,,,,,,,93.9394,88.7755,80.198,77,33.6634,26
3992.13,32100,32300,32100,31100,31500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7857416.483832031,,,,,,,,100,91.1765,83,77,21.2121,19.1919
4992.97,32300,32600,32500,31300,32100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7754276.86040509,,,,,,,,95,83.8384,83,81,36,29.2929
5992.98,32600,33000,32600,31900,32300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7827559.976059362,,,,,,,,94.0594,86.8687,78,72.2772,35,26.7327
6992.61,32800,33200,32800,31900,32100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8234415.199727373,,,,,,,,94.9495,89,81,77.7778,32.6733,26
7993.11,32500,33000,32800,31900,32500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8087421.264626987,,,,,,,,94.9495,83.3333,75.7576,69.697,26.2626,20
8992.87,33000,33400,33200,31900,32500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7971841.26953365,,,,,,,,99,91,90.099,87,32.6733,29.2929
9992.69,33200,33800,33400,32300,32800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8182604.938496327,,,,,,,,94.0594,86.8687,77.7778,73,34,27
10230.9,,,,,,,,,,,,,,66.72,62.96,,,,,,,,,,,,,,
