# Started at: 2021-04-23 22:33:49 +0000, Version: v0.1-129-g3cfe73e, Generated by: thermobench --verbose --fan-cmd=fan --fan-on=0 --time=1800 --wait=30 --wait-timeout=240 --sensors_file=/root/thermobench/src/sensors.imx8 --cpu-usage --column=CPU0_work_done --column=CPU1_work_done --column=CPU2_work_done --column=CPU3_work_done --column=CPU4_work_done --column=CPU5_work_done --column=work_done --output=/root/experiment8_out/Instance2/1/globalILP.json.yaml.csv -- demos-sched -c /root/experiment8/Instance2/globalILP.json.yaml
time/ms,CPU_0_temp/m°C,CPU_1_temp/m°C,GPU_0_temp/m°C,GPU_1_temp/m°C,DRC_temp/m°C,PMIC_temp/m°C,Cortex_A53_0_freq/Hz,Cortex_A53_1_freq/Hz,Cortex_A53_2_freq/Hz,Cortex_A53_3_freq/Hz,Cortex_A72_0_freq/Hz,Cortex_A72_1_freq/Hz,ambient/°C,cam_cpu,cam_mem,power/µW,CPU0_work_done,CPU1_work_done,CPU2_work_done,CPU3_work_done,CPU4_work_done,CPU5_work_done,work_done,CPU0_load/%,CPU1_load/%,CPU2_load/%,CPU3_load/%,CPU4_load/%,CPU5_load/%
1.08727,30100,30700,30700,29300,30100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,,50,0,0,33.3333,33.3333,0
123.023,,,,,,,,,,,,,,67.58,63.69,,,,,,,,,,,,,,
993.145,31500,32300,31300,30500,31300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,,68.75,89.7959,62.5,75.7576,35.7143,24.2424
1125.45,,,,,,,,,,,,,26.166,,,,,,,,,,,,,,,,
1993.47,31700,32300,31500,30500,30900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,6727045.892675844,,,,,,,,76,84,48,66.6667,39,25
2993.38,31300,32100,31500,30500,30900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7571885.087057692,,,,,,,,81.1881,86,60.6061,68,39.3939,25.7426
3993.85,31900,33400,31900,31100,31900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7607410.153804225,,,,,,,,80.8081,95,55,71.5686,38.6139,38
4993.96,32100,33000,32300,31300,31900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7750396.387562677,,,,,,,,77.7778,89,68,82.8283,42.4242,27
5993.96,32100,32600,32300,31300,32100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7363565.36108354,,,,,,,,79,89.2157,55,68,38.3838,26.7327
6993.21,32500,32600,32300,31700,31900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7528897.686832792,,,,,,,,81.1881,86.8687,54,68,40.5941,24.2424
7993.49,32500,33800,32600,32100,32500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7730092.056211444,,,,,,,,73.7374,87,54,64,37.3737,37.6238
8993.86,32800,33400,33000,32100,32500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8152876.998743363,,,,,,,,85,94.0594,68.6869,83,42.5743,25.2525
9993.95,33200,33400,33400,32100,32800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7718299.199078464,,,,,,,,78,91.0891,61.6162,75.2475,39,26.2626
10257.2,,,,,,,,,,,,,,67.46,63.53,,,,,,,,,,,,,,
10993,33200,33600,33400,32100,32500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7444292.613988865,,,,,,,,75,87,47,64.6465,40.404,26.7327
11187.1,,,,,,,,,,,,,26.198,,,,,,,,,,,,,,,,
11993.9,33600,34600,33800,32800,33000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8159761.288112204,,,,,,,,80.8081,85.8586,60.396,67,44,38.3838
