# Started at: 2021-04-04 02:59:46 +0000, Version: v0.1-120-gbc4d265, Generated by: thermobench --verbose --fan-cmd=fan --fan-on=0 --time=1800 --wait=30 --wait-timeout=240 --sensors_file=/root/thermobench/src/sensors.imx8 --cpu-usage --column=CPU0_work_done --column=CPU1_work_done --column=CPU2_work_done --column=CPU3_work_done --column=CPU4_work_done --column=CPU5_work_done --column=work_done --output=/root/experiment7_ref_out/Instance5/3/ilp_reference.json.yaml.csv -- demos-sched -c /root/experiment7_ref/Instance5/ilp_reference.json.yaml
time/ms,CPU_0_temp/m°C,CPU_1_temp/m°C,GPU_0_temp/m°C,GPU_1_temp/m°C,DRC_temp/m°C,PMIC_temp/m°C,Cortex_A53_0_freq/Hz,Cortex_A53_1_freq/Hz,Cortex_A53_2_freq/Hz,Cortex_A53_3_freq/Hz,Cortex_A72_0_freq/Hz,Cortex_A72_1_freq/Hz,ambient/°C,cam_cpu,cam_mem,CPU0_work_done,CPU1_work_done,CPU2_work_done,CPU3_work_done,CPU4_work_done,CPU5_work_done,work_done,CPU0_load/%,CPU1_load/%,CPU2_load/%,CPU3_load/%,CPU4_load/%,CPU5_load/%
1.09365,29700,30700,30500,29300,29900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,0,0,0,0,0,0
122.285,,,,,,,,,,,,,,55.14,52.53,,,,,,,,,,,,,
995.451,30900,31100,30900,29900,30100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,87.8788,86.8687,80.8081,76.5306,35.9223,24.2424
1141.57,,,,,,,,,,,,,22.798,,,,,,,,,,,,,,,
1995.57,30900,31900,31100,29700,30500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,94.9495,92,86.7347,80,35.7143,27.7228
2995.12,31300,31900,31300,30300,30700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,95,93.9394,89,88,43.5644,31
3995.23,31500,31700,31300,30300,30500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,95.9596,94,89,81.8182,33,25
4995.33,31700,32300,31700,30900,31300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,96,92.9293,88.8889,82,45.5446,33
5995.47,31700,32300,31900,30900,31300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,96,93,87.8788,81,34,23.2323
6995.65,32100,32600,32100,31300,31700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,100,98,94,88,36,28.7129
7995.75,32100,32300,32300,31100,31500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,95.9596,93.9394,88.8889,82.8283,40.5941,28
8995.87,32300,32600,32500,31100,31500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,95.098,94,88.1188,81,37,27
9995.71,32500,33000,32600,31700,32100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,95.9184,92.9293,88.7755,87.8788,45,32.6733
10258.1,,,,,,,,,,,,,,55.22,52.40,,,,,,,,,,,,,
10995.1,32600,33000,32800,31500,32100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,96,93.9394,90.9091,83.8384,34,26
11201.9,,,,,,,,,,,,,22.798,,,,,,,,,,,,,,,
