# Started at: 2021-04-23 20:18:11 +0000, Version: v0.1-129-g3cfe73e, Generated by: thermobench --verbose --fan-cmd=fan --fan-on=0 --time=1800 --wait=30 --wait-timeout=240 --sensors_file=/root/thermobench/src/sensors.imx8 --cpu-usage --column=CPU0_work_done --column=CPU1_work_done --column=CPU2_work_done --column=CPU3_work_done --column=CPU4_work_done --column=CPU5_work_done --column=work_done --output=/root/experiment8_out/Instance1/1/refLTF.json.yaml.csv -- demos-sched -c /root/experiment8/Instance1/refLTF.json.yaml
time/ms,CPU_0_temp/m°C,CPU_1_temp/m°C,GPU_0_temp/m°C,GPU_1_temp/m°C,DRC_temp/m°C,PMIC_temp/m°C,Cortex_A53_0_freq/Hz,Cortex_A53_1_freq/Hz,Cortex_A53_2_freq/Hz,Cortex_A53_3_freq/Hz,Cortex_A72_0_freq/Hz,Cortex_A72_1_freq/Hz,ambient/°C,cam_cpu,cam_mem,power/µW,CPU0_work_done,CPU1_work_done,CPU2_work_done,CPU3_work_done,CPU4_work_done,CPU5_work_done,work_done,CPU0_load/%,CPU1_load/%,CPU2_load/%,CPU3_load/%,CPU4_load/%,CPU5_load/%
1.08828,30900,31500,31100,30100,30900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,,0,0,33.3333,0,0,0
112.232,,,,,,,,,,,,,,68.18,64.09,,,,,,,,,,,,,,
992.636,31700,32300,31900,30700,31700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,,87.8788,74.4898,70.7071,68,41,30
1128.63,,,,,,,,,,,,,26.423,,,,,,,,,,,,,,,,
1993.18,32300,32600,32100,31300,31700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8134398.521837977,,,,,,,,92.8571,80,76.7677,71,36,26.7327
2992.74,32100,33400,32500,31500,31900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7693981.741120842,,,,,,,,94.0594,81,76.2376,69,38.6139,30
3992.85,32500,33000,32600,31500,32500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8231085.707553712,,,,,,,,94,91.9192,89,82.6531,43.4343,32.6733
4993.09,32600,33400,32800,31700,32500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7993736.843792964,,,,,,,,93.9394,81,76.7677,68.3168,38.6139,26.2626
5992.36,33000,34000,33000,31900,32800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8339886.804610399,,,,,,,,100,87,85,81,37,30.6931
6993.1,33400,34200,33400,32500,32800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8218213.276024311,,,,,,,,94,81,77.7778,70,43,31.3131
7992.43,33200,33800,33200,32600,33200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8268004.4281892525,,,,,,,,94,81.8182,78,74,39,28.7129
8993.12,33200,33800,33400,32300,33000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7899240.062417064,,,,,,,,94,81.6327,77.7778,69.697,34.6535,27
9992.48,34000,34400,34000,33200,33600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8374998.719381514,,,,,,,,94,91.1765,88.1188,81,48,35.3535
10212.3,,,,,,,,,,,,,,68.06,64.13,,,,,,,,,,,,,,
10993,33600,35200,34200,33200,33600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8193795.439363084,,,,,,,,94,80.8081,76.5306,69,33,24.7525
11190.2,,,,,,,,,,,,,26.456,,,,,,,,,,,,,,,,
11993.2,34400,35000,34600,33400,34000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8373407.694211806,,,,,,,,100,87,84,80,41.5842,34
12993,34600,35000,34600,33600,34000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7980844.681337029,,,,,,,,94.9495,82,78,70.7071,42,32
13992.2,34600,35800,34800,33800,34400,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8111441.28343154,,,,,,,,93.8776,81,79,73,42,29
