instance,solver,time,n,len,obj_sm,obj_lr_ub,obj_lr,power
inst_0626,RandomGenerator,0,5,1000,4.80683,5.22419,3.29526171,6.945162215450847
inst_0152,RandomGenerator,0,2,1000,5.029559999999999,3.24499,2.2085634899999995,6.459021709473418
inst_0735,RandomGenerator,0,3,1000,2.78884,2.82468,1.2042710399999998,6.015029269610532
inst_0654,RandomGenerator,0,3,1000,2.21951,2.48827,0.4974107,5.527742282026691
inst_0800,RandomGenerator,0,6,1000,4.87805,4.6855,3.09564706,6.42291300697015
inst_0177,RandomGenerator,0,5,1000,2.36811,2.6127700000000003,1.130946,5.668275017233076
inst_0417,RandomGenerator,0,1,1000,0.7108,0.66733,0.1681671599999999,5.491441887874714
inst_0994,RandomGenerator,0,5,1000,2.0557800000000004,3.1951900000000006,1.6898861400000005,6.38620716729942
inst_0123,RandomGenerator,0,3,1000,2.15145,2.4011400000000003,1.8713044600000004,6.719905423553384
inst_0591,RandomGenerator,0,5,1000,4.15028,5.722519999999999,2.75016751,6.806303478097094
inst_0504,RandomGenerator,0,2,1000,0.47406,0.64163,0.27222282,5.449056544477439
inst_0942,RandomGenerator,0,3,1000,3.9205,3.4981,2.10225848,6.691383298021664
inst_0539,RandomGenerator,0,4,1000,3.65486,4.34526,1.91369926,6.222821890116549
inst_0895,RandomGenerator,0,2,1000,1.1689500000000002,1.29211,0.70649399,5.694627103032874
inst_0552,RandomGenerator,0,4,1000,1.64931,2.18156,0.87960167,5.931771186922904
inst_0361,RandomGenerator,0,5,1000,3.29421,3.79881,2.70929812,6.647514347275096
inst_0446,RandomGenerator,0,1,1000,0.9793,0.7626900000000001,0.42253026,5.533531337010079
inst_0023,RandomGenerator,0,5,1000,3.33152,4.2331,2.5411069,6.638428873975202
inst_0252,RandomGenerator,0,1,1000,0.51658,0.40742,0.33938086,5.4601578443239385
inst_0762,RandomGenerator,0,5,1000,3.24352,4.66957,1.5824310499999998,6.532274163078569
inst_0916,RandomGenerator,0,2,1000,1.77469,1.67047,0.39183205,5.439326060994835
inst_0134,RandomGenerator,0,4,1000,2.41615,2.67732,1.7877684600000003,6.489802361603462
inst_0397,RandomGenerator,0,3,1000,2.51961,2.7159500000000003,1.43795481,5.968830480513936
inst_0002,RandomGenerator,0,5,1000,3.67679,4.564820000000001,2.9039261600000006,7.5875833686393115
inst_0192,RandomGenerator,0,1,1000,0.36916,0.40742,0.10837372,5.380203089739862
inst_0424,RandomGenerator,0,5,1000,3.80602,3.5261000000000005,2.6086996900000003,6.592729601267898
inst_0733,RandomGenerator,0,5,1000,3.3964000000000003,4.00174,2.62105372,6.77076320596961
inst_0567,RandomGenerator,0,1,1000,2.21952,1.19589,1.00933116,6.126153024183512
inst_0436,RandomGenerator,0,4,1000,1.38375,1.7247599999999998,0.96173317,5.985174296304822
inst_0273,RandomGenerator,0,2,1000,1.17605,0.8011000000000001,0.5029659000000001,5.821034752212725
inst_0316,RandomGenerator,0,3,1000,4.84449,4.69938,2.21833239,6.441520593150831
inst_0315,RandomGenerator,0,3,1000,2.34228,2.24952,1.23082554,6.3721519602185825
inst_0680,RandomGenerator,0,2,1000,3.48704,2.9596400000000003,1.2824704000000002,5.847779028983305
inst_0849,RandomGenerator,0,5,1000,5.21269,5.163010000000001,3.50352776,6.69368856811871
inst_0668,RandomGenerator,0,3,1000,2.25766,2.59659,0.6392724000000001,5.617411310750628
inst_0703,RandomGenerator,0,3,1000,3.33857,2.7095900000000004,1.7078786900000005,5.881897050196326
inst_0608,RandomGenerator,0,2,1000,1.55972,1.47653,0.82213582,6.043842428392401
inst_0625,RandomGenerator,0,1,1000,1.4881300000000002,0.8645499999999999,0.0423629499999999,5.458355571078253
inst_0099,RandomGenerator,0,3,1000,2.76762,2.5277700000000003,1.86736267,6.648307083844265
inst_0310,RandomGenerator,0,4,1000,1.70244,2.19706,0.84569977,5.65652229502305
inst_0840,RandomGenerator,0,2,1000,3.1328,2.6012500000000003,1.115134,6.120470111364778
inst_0368,RandomGenerator,0,4,1000,3.76056,3.92241,2.35167215,6.585440507385674
inst_0092,RandomGenerator,0,2,1000,1.91862,1.74958,0.24421258,5.518836405921058
inst_0791,RandomGenerator,0,3,1000,3.1838800000000003,2.81912,1.84438693,6.637101610150253
inst_0053,RandomGenerator,0,1,1000,0.3604,0.35621,0.1709808,5.452218180154162
inst_0890,RandomGenerator,0,6,1000,3.56922,6.28055,1.6424123199999998,6.197494259923752
inst_0384,RandomGenerator,0,2,1000,0.6409000000000001,0.92592,0.46239966,5.543706442305693
inst_0360,RandomGenerator,0,5,1000,4.570309999999999,5.41415,2.98052492,7.047319787362324
inst_0040,RandomGenerator,0,3,1000,3.57324,3.45469,1.59621581,6.352298226796733
inst_0334,RandomGenerator,0,2,1000,3.01838,1.95553,1.72323494,6.0736852330953885
inst_0993,RandomGenerator,0,4,1000,3.44921,3.813930000000001,2.16345667,6.344434182414806
inst_0647,RandomGenerator,0,4,1000,1.96022,2.51763,0.48239252,5.877993728614895
inst_0631,RandomGenerator,0,3,1000,1.3951300000000002,2.20448,0.6465506000000001,5.872632370299638
inst_0116,RandomGenerator,0,2,1000,1.83947,1.22349,0.7017845,6.040129500662345
inst_0352,RandomGenerator,0,3,1000,1.70086,2.68997,0.56755118,5.830485423784911
