instance,solver,time,objective-reported,objective,length,metadata
IN_000.json-bap.out,BAP,1346,1.7083846153846154,1.7083846153846154,93,"{""objective"": ""1.7083846153846154"", ""number_of_nodes"": ""3"", ""time_masters_init"": ""0.05"", ""time_masters_solving"": ""0.01"", ""time_sub_init"": ""0.17"", ""time_sub_solving"": ""1.03"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.03"", ""master_relaxation"": ""1.708375"", ""patterns_generated_avg"": ""18.00"", ""optimal"": ""True""}"
IN_000.json-global.out,ILP Solver (global):predictor (Python),16,1.7083846153846154,1.7083846153846154,93,"{""objective"": ""1.7083846153846154""}"
IN_001.json-bap.out,BAP,310,0.550400954653938,0.550400954653938,200,"{""objective"": ""0.550400954653938"", ""number_of_nodes"": ""1"", ""time_masters_init"": ""0.01"", ""time_masters_solving"": ""0.00"", ""time_sub_init"": ""0.04"", ""time_sub_solving"": ""0.21"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.03"", ""master_relaxation"": ""0.550401"", ""patterns_generated_avg"": ""14.00"", ""optimal"": ""True""}"
IN_001.json-global.out,ILP Solver (global):predictor (Python),1353,0.5504009546539177,0.5504009546539379,200,"{""objective"": ""0.5504009546539177""}"
IN_002.json-bap.out,BAP,3869,1.454764258555133,1.454764258555133,135,"{""objective"": ""1.454764258555133"", ""number_of_nodes"": ""15"", ""time_masters_init"": ""0.09"", ""time_masters_solving"": ""0.03"", ""time_sub_init"": ""0.34"", ""time_sub_solving"": ""2.96"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.35"", ""master_relaxation"": ""1.441163"", ""patterns_generated_avg"": ""6.73"", ""optimal"": ""True""}"
IN_002.json-global.out,ILP Solver (global):predictor (Python),206,1.454764258555131,1.454764258555133,135,"{""objective"": ""1.454764258555131""}"
IN_003.json-bap.out,BAP,9015,2.1435283018867928,2.1435283018867928,146,"{""objective"": ""2.1435283018867928"", ""number_of_nodes"": ""80"", ""time_masters_init"": ""0.18"", ""time_masters_solving"": ""0.06"", ""time_sub_init"": ""0.66"", ""time_sub_solving"": ""5.13"", ""time_global"": ""0.05"", ""time_get_pair"": ""0.01"", ""time_recovery"": ""2.62"", ""master_relaxation"": ""2.137591"", ""patterns_generated_avg"": ""1.69"", ""optimal"": ""True""}"
IN_003.json-global.out,ILP Solver (global):predictor (Python),200,2.143528301886791,2.1435283018867923,146,"{""objective"": ""2.143528301886791""}"
IN_004.json-bap.out,BAP,831,0.5873681818181818,0.5873681818181818,209,"{""objective"": ""0.5873681818181818"", ""number_of_nodes"": ""1"", ""time_masters_init"": ""0.01"", ""time_masters_solving"": ""0.00"", ""time_sub_init"": ""0.06"", ""time_sub_solving"": ""0.71"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.03"", ""master_relaxation"": ""0.587368"", ""patterns_generated_avg"": ""18.00"", ""optimal"": ""True""}"
IN_004.json-global.out,ILP Solver (global):predictor (Python),8091,0.5873681818181755,0.5873681818181818,209,"{""objective"": ""0.5873681818181755""}"
IN_005.json-bap.out,BAP,5734,0.6996783369803063,0.6996783369803063,231,"{""objective"": ""0.6996783369803063"", ""number_of_nodes"": ""52"", ""time_masters_init"": ""0.12"", ""time_masters_solving"": ""0.04"", ""time_sub_init"": ""0.43"", ""time_sub_solving"": ""3.54"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.01"", ""time_recovery"": ""1.41"", ""master_relaxation"": ""0.696237"", ""patterns_generated_avg"": ""1.73"", ""optimal"": ""False""}"
IN_005.json-global.out,ILP Solver (global):predictor (Python),16323,0.699678336980306,0.6996783369803063,231,"{""objective"": ""0.699678336980306""}"
IN_006.json-bap.out,BAP,1203,0.5830511182108626,0.5830511182108626,220,"{""objective"": ""0.5830511182108626"", ""number_of_nodes"": ""1"", ""time_masters_init"": ""0.03"", ""time_masters_solving"": ""0.01"", ""time_sub_init"": ""0.11"", ""time_sub_solving"": ""1.00"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.03"", ""master_relaxation"": ""0.583051"", ""patterns_generated_avg"": ""38.00"", ""optimal"": ""True""}"
IN_006.json-global.out,ILP Solver (global):predictor (Python),728,0.5830511182108615,0.5830511182108626,220,"{""objective"": ""0.5830511182108615""}"
