instance,solver,time,objective-reported,objective,length,metadata
IN_000.json-bap_pair.out,BAP,655,1.7085496460735097,1.7085496460735097,93,"{""objective"": ""1.7085496460735097"", ""number_of_nodes"": ""1"", ""time_masters_init"": ""0.02"", ""time_masters_solving"": ""0.01"", ""time_sub_init"": ""0.08"", ""time_sub_solving"": ""0.51"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.03"", ""master_relaxation"": ""1.708550"", ""patterns_generated_avg"": ""36.00"", ""optimal"": ""True""}"
IN_000.json-bap_task.out,BAP,635,1.7085496460735097,1.7085496460735097,93,"{""objective"": ""1.7085496460735097"", ""number_of_nodes"": ""1"", ""time_masters_init"": ""0.02"", ""time_masters_solving"": ""0.01"", ""time_sub_init"": ""0.08"", ""time_sub_solving"": ""0.51"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.01"", ""master_relaxation"": ""1.708550"", ""patterns_generated_avg"": ""36.00"", ""optimal"": ""True""}"
IN_000.json-global.out,ILP Solver (global):predictor (Python),21,1.708549646073509,1.7085496460735097,93,"{""objective"": ""1.708549646073509""}"
IN_001.json-bap_pair.out,BAP,248,0.5505393375926456,0.5505393375926456,200,"{""objective"": ""0.5505393375926456"", ""number_of_nodes"": ""1"", ""time_masters_init"": ""0.01"", ""time_masters_solving"": ""0.00"", ""time_sub_init"": ""0.03"", ""time_sub_solving"": ""0.19"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.01"", ""master_relaxation"": ""0.550539"", ""patterns_generated_avg"": ""15.00"", ""optimal"": ""True""}"
IN_001.json-bap_task.out,BAP,255,0.5505393375926456,0.5505393375926456,200,"{""objective"": ""0.5505393375926456"", ""number_of_nodes"": ""1"", ""time_masters_init"": ""0.01"", ""time_masters_solving"": ""0.00"", ""time_sub_init"": ""0.03"", ""time_sub_solving"": ""0.19"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.01"", ""master_relaxation"": ""0.550539"", ""patterns_generated_avg"": ""15.00"", ""optimal"": ""True""}"
IN_001.json-global.out,ILP Solver (global):predictor (Python),463,0.5505393375926434,0.5505393375926456,200,"{""objective"": ""0.5505393375926434""}"
IN_002.json-bap_pair.out,BAP,2842,1.4550407730540407,1.4550407730540407,135,"{""objective"": ""1.4550407730540407"", ""number_of_nodes"": ""11"", ""time_masters_init"": ""0.06"", ""time_masters_solving"": ""0.02"", ""time_sub_init"": ""0.23"", ""time_sub_solving"": ""2.25"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.17"", ""master_relaxation"": ""1.441317"", ""patterns_generated_avg"": ""8.18"", ""optimal"": ""True""}"
IN_002.json-bap_task.out,ILP Solver (global):predictor (Python),7893,1.4550407730540407,1.455040773054041,135,"{""objective"": ""1.4550407730540407"", ""number_of_nodes"": ""35"", ""time_masters_init"": ""0.23"", ""time_masters_solving"": ""0.08"", ""time_sub_init"": ""0.64"", ""time_sub_solving"": ""6.33"", ""time_global"": ""0.08"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.25"", ""master_relaxation"": ""1.441317"", ""patterns_generated_avg"": ""8.00"", ""optimal"": ""True""}"
IN_002.json-global.out,ILP Solver (global):predictor (Python),154,1.4550407730540396,1.455040773054041,135,"{""objective"": ""1.4550407730540396""}"
IN_003.json-bap_pair.out,BAP,11774,2.1436055139833132,2.1436055139833132,146,"{""objective"": ""2.1436055139833132"", ""number_of_nodes"": ""124"", ""time_masters_init"": ""0.22"", ""time_masters_solving"": ""0.08"", ""time_sub_init"": ""0.70"", ""time_sub_solving"": ""5.57"", ""time_global"": ""0.03"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""4.08"", ""master_relaxation"": ""2.137649"", ""patterns_generated_avg"": ""1.54"", ""optimal"": ""True""}"
IN_003.json-bap_task.out,ILP Solver (global):predictor (Python),12758,2.1436055139833137,2.1436055139833137,146,"{""objective"": ""2.1436055139833137"", ""number_of_nodes"": ""65"", ""time_masters_init"": ""0.31"", ""time_masters_solving"": ""0.11"", ""time_sub_init"": ""0.85"", ""time_sub_solving"": ""10.01"", ""time_global"": ""0.32"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.72"", ""master_relaxation"": ""2.137649"", ""patterns_generated_avg"": ""5.06"", ""optimal"": ""True""}"
IN_003.json-global.out,ILP Solver (global):predictor (Python),122,2.143605513983313,2.1436055139833137,146,"{""objective"": ""2.143605513983313""}"
IN_004.json-bap_pair.out,BAP,650,0.5871204598737684,0.5871204598737684,209,"{""objective"": ""0.5871204598737684"", ""number_of_nodes"": ""1"", ""time_masters_init"": ""0.01"", ""time_masters_solving"": ""0.00"", ""time_sub_init"": ""0.05"", ""time_sub_solving"": ""0.54"", ""time_global"": ""0.00"", ""time_get_pair"": ""0.00"", ""time_recovery"": ""0.03"", ""master_relaxation"": ""0.587120"", ""patterns_generated_avg"": ""19.00"", ""optimal"": ""True""}"
