benchmark,affinity,intercept,slope,exec_time,command,runtime
matrix-4K,A53,0.2015414247750238,0.33352542139930996,0.024985521438104768,./matrix-4K -v0 -c1 -i100,2.8072766750967144
matrix-4K,A72,0.4107467942697651,1.59400421889507,0.008900270379386094,./matrix-4K -v0 -c1 -i100,1.0
matrix-4M,A53,0.46302551452392127,0.43137679492700354,6.849593651162791,./matrix-4M -v0 -c1 -i100,2.8531480158209557
matrix-4M,A72,0.5854096624956009,1.78741671943967,2.400714443548387,./matrix-4M -v0 -c1 -i100,1.0
pntrch-4K,A53,0.20733449818391758,0.2387831493354596,0.3608458939759036,./pntrch-4K -v0 -c1 -i100,2.9428374072517
pntrch-4K,A72,0.10423119164239392,1.3315865970583562,0.12261835910020448,./pntrch-4K -v0 -c1 -i100,1.0
pntrch-4M,A53,0.314072044297375,0.3437598877732618,3.7318852500000004,./pntrch-4M -v0 -c1 -i1,2.9558916621987743
pntrch-4M,A72,0.4043696829001826,1.4711299970674556,1.2625243670886077,./pntrch-4M -v0 -c1 -i1,1.0
puwmod-4K,A53,0.21649948226807325,0.2904875493305144,0.005391574169303797,./puwmod-4K -v0 -c1 -i100,1.933619790551593
puwmod-4K,A72,0.17478268301629019,1.1360236409863171,0.0027883321197109657,./puwmod-4K -v0 -c1 -i100,1.0
puwmod-4M,A53,0.9064629729281499,0.32608354245994214,5.303111375,./puwmod-4M -v0 -c1 -i100,1.982447654752892
puwmod-4M,A72,0.9485877787580277,1.3528106385325094,2.675032232142857,./puwmod-4M -v0 -c1 -i100,1.0
rspeed-4K,A53,0.19819413506460837,0.3265305224631427,0.001888236809769561,./rspeed-4K -v0 -c1 -i100,2.5857582855231946
rspeed-4K,A72,0.14292533238115812,1.4654431242527863,0.0007302449035322344,./rspeed-4K -v0 -c1 -i100,1.0
rspeed-4M,A53,1.037703453942644,0.4266070197109079,1.8220469756097564,./rspeed-4M -v0 -c1 -i100,3.0696056871282362
rspeed-4M,A72,1.1368483351631644,2.0753341421914673,0.593576882936508,./rspeed-4M -v0 -c1 -i100,1.0
tblook-4K,A53,0.2032701812455615,0.23844879728555046,0.005256046969511019,./tblook-4K -v0 -c1 -i100,3.1579446883886484
tblook-4K,A72,0.15169292525016065,1.4522183643887034,0.001664388546397541,./tblook-4K -v0 -c1 -i100,1.0
tblook-4M,A53,0.8215447189578793,0.266576550498673,5.172366842105262,./tblook-4M -v0 -c1 -i100,3.23279431036978
tblook-4M,A72,0.7814475802311316,1.616966429225399,1.5999678128342247,./tblook-4M -v0 -c1 -i100,1.0
tinyrenderer-boggie,A53,0.901486860203268,0.2648500424149172,0.3157108723404255,/root/thermobench/build/benchmarks/tinyrenderer/tinyrenderer /root/thermobench/benchmarks/tinyrenderer/obj/boggie/*.obj,1.9674308786078816
tinyrenderer-boggie,A72,1.0225416202228148,0.9626852080259498,0.16046859677419356,/root/thermobench/build/benchmarks/tinyrenderer/tinyrenderer /root/thermobench/benchmarks/tinyrenderer/obj/boggie/*.obj,1.0
tinyrenderer-diablo,A53,0.8601760587883769,0.2581147359399987,0.3558251404761905,/root/thermobench/build/benchmarks/tinyrenderer/tinyrenderer /root/thermobench/benchmarks/tinyrenderer/obj/diablo3_pose/*.obj,2.021219610165902
tinyrenderer-diablo,A72,0.9289230518376934,1.0001108637834086,0.1760447695473251,/root/thermobench/build/benchmarks/tinyrenderer/tinyrenderer /root/thermobench/benchmarks/tinyrenderer/obj/diablo3_pose/*.obj,1.0
ttsprk-4K,A53,0.1930229223856399,0.3434870032582224,0.0014847646790650192,./ttsprk-4K -v0 -c1 -i100,2.048220367013688
ttsprk-4K,A72,0.23590492992570944,1.1495060746323045,0.0007249047529147516,./ttsprk-4K -v0 -c1 -i100,1.0
ttsprk-4M,A53,0.16173815992982465,0.48464234464070205,0.5537200110905731,./ttsprk-4M -v0 -c1 -i100,2.152447117451094
ttsprk-4M,A72,0.05453840370120222,1.5776975317044641,0.25725138917525775,./ttsprk-4M -v0 -c1 -i100,1.0
