# Started at: 2021-04-24 12:22:51 +0000, Version: v0.1-129-g3cfe73e, Generated by: thermobench --verbose --fan-cmd=fan --fan-on=0 --time=1800 --wait=30 --wait-timeout=240 --sensors_file=/root/thermobench/src/sensors.imx8 --cpu-usage --column=CPU0_work_done --column=CPU1_work_done --column=CPU2_work_done --column=CPU3_work_done --column=CPU4_work_done --column=CPU5_work_done --column=work_done --output=/root/experiment8_out/Instance2/3/globalILP.json.yaml.csv -- demos-sched -c /root/experiment8/Instance2/globalILP.json.yaml
time/ms,CPU_0_temp/m°C,CPU_1_temp/m°C,GPU_0_temp/m°C,GPU_1_temp/m°C,DRC_temp/m°C,PMIC_temp/m°C,Cortex_A53_0_freq/Hz,Cortex_A53_1_freq/Hz,Cortex_A53_2_freq/Hz,Cortex_A53_3_freq/Hz,Cortex_A72_0_freq/Hz,Cortex_A72_1_freq/Hz,ambient/°C,cam_cpu,cam_mem,power/µW,CPU0_work_done,CPU1_work_done,CPU2_work_done,CPU3_work_done,CPU4_work_done,CPU5_work_done,work_done,CPU0_load/%,CPU1_load/%,CPU2_load/%,CPU3_load/%,CPU4_load/%,CPU5_load/%
1.0919,30100,30700,30500,29900,30500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,,33.3333,0,0,0,0,0
108.728,,,,,,,,,,,,,,22.55,22.47,,,,,,,,,,,,,,
990.945,31300,32600,31100,30100,30900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,,69.0722,82.4742,63.2653,80.6122,39.3939,23.4694
1054.21,,,,,,,,,,,,,24.686,,,,,,,,,,,,,,,,
1990.59,31700,33000,31300,30900,31300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7020188.219514955,,,,,,,,77.451,84.1584,49,67,39.3939,26
2991.07,31700,32300,31500,30500,31300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7596584.26167975,,,,,,,,80.8081,86,61.3861,69,40,24
3991.48,31900,33400,32100,31100,31700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7458959.789938118,,,,,,,,81,94,53.0612,71,37.3737,38
4990.5,32500,33400,32100,31500,32100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7844195.678531423,,,,,,,,78,89,69.3069,82,43,26.2626
5991.23,32500,33000,32500,31500,32100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7588362.310510011,,,,,,,,79,89.899,55,68.6869,38.6139,26
6990.96,32300,33000,32600,31500,31900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7507283.835611981,,,,,,,,81.1881,86,53.5354,68,40.404,24.7525
7991.43,32600,33400,32800,32100,32500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7863867.061428271,,,,,,,,75,87.1287,54,64,37,38
8991.52,32800,33600,33000,32300,33000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8255737.923374307,,,,,,,,84,94,68.3168,82.8283,43,26.7327
9991.2,33400,33800,33400,32500,32800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7663329.937442748,,,,,,,,78,91.9192,62,75,39,26
10221.7,,,,,,,,,,,,,,22.76,22.68,,,,,,,,,,,,,,
10991,32800,33600,33400,32500,32800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7300711.803395481,,,,,,,,76,86.1386,47,64,41.5842,27.7228
11113.8,,,,,,,,,,,,,24.729,,,,,,,,,,,,,,,,
11991.4,33400,34600,33600,32500,33200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8055442.563364995,,,,,,,,80.198,86.1386,60.6061,68,44,38.3838
12991.3,33600,34200,34000,32800,33400,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8179396.8432194535,,,,,,,,85,95.9596,62,76,36.6337,26
13991.4,33600,34200,34000,33000,33200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7685286.409215849,,,,,,,,73,91,65,77,41,28
14990.8,34000,35400,34200,33000,33600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7064888.0056697205,,,,,,,,80.198,86,50,68.6869,44.4444,29
