inst,littleSlope,littleIntercept,bigSlope,bigIntercept,powerOffset
31_0_0_0_16_0,0.8402195945945944,0.2095168918918926,0.5848141891891894,0.1763885135135132,1.1084454545454552
31_0_0_0_25_36,0.8402195945945944,0.2095168918918926,1.5801554054054057,0.5404763513513515,1.9569454545454565
31_0_0_0_27_0,0.8402195945945944,0.2095168918918926,1.583672297297297,0.111841216216217,1.557473863636364
31_12_9_27_0_0,3.26261036036036,0.9443322072072093,0.0,0.0,5.903098863636365
31_24_0_0_0_0,1.3230551801801802,0.69094481981982,0.0,0.0,3.1841102272727273
31_24_22_0_3_0,2.2012184684684684,0.7684707207207211,1.8105270270270264,0.1764729729729741,6.3188772727272715
31_24_38_0_17_28,2.0339470720720723,0.8692421171171172,2.885316227668347,0.44567497709573967,6.450655681818183
31_25_18_0_0_0,1.957406726217743,0.6023703008092846,0.0,0.0,3.3033318181818183
31_26_0_0_11_0,1.489208333333333,1.2137916666666677,1.3804966216216217,0.2133513513513523,5.017922727272727
31_26_10_0_14_25,2.408636261261261,1.5073333333333343,2.5009966216216215,0.4022094594594607,8.189667045454545
31_27_27_12_14_0,3.1666520270270264,0.9816925675675696,1.8287533783783785,0.1789695945945957,6.30749659090909
31_29_38_0_19_0,2.2426745495495495,0.5045484234234243,0.2752229729729727,0.7689932432432438,5.066110227272728
31_29_7_0_16_9,2.2787162162162162,0.46170270270270364,2.6947972972972964,0.33487837837837986,6.2759485714285725
31_2_0_0_11_34,1.536421171171171,0.5154977477477489,2.98735472972973,0.4792331081081098,4.868507954545455
31_2_0_0_9_0,1.536421171171171,0.5154977477477489,2.109983108108107,0.1584898648648667,4.109172727272727
31_30_10_0_0_0,2.5730416666666667,0.8902623873873883,0.0,0.0,5.711479545454547
31_30_20_0_0_0,2.21152027027027,0.7959121621621632,0.0,0.0,4.537485227272727
31_30_9_11_22_0,3.277068693693693,0.8787860360360379,2.855277027027027,-0.9534290540540532,7.164047727272728
31_31_0_0_11_0,1.6804391891891888,0.4190337837837852,1.3804966216216217,0.2133513513513523,3.152132954545455
31_31_1_0_0_0,2.260443693693693,0.5077184684684699,0.0,0.0,3.7042171428571438
31_34_31_0_36_11,2.5795518018018013,0.646286036036038,2.288408783783784,0.5305878378378388,5.533400000000001
31_37_4_0_0_0,2.403994789280806,0.7048126431516266,0.0,0.0,4.700792045454546
31_37_6_0_0_0,2.0009245495495493,0.6900923423423432,0.0,0.0,4.156394285714287
31_38_0_0_0_0,1.5511114864864863,0.3878141891891897,0.0,0.0,2.5893375
31_7_0_0_23_19,1.587153153153153,0.34496846846846896,0.8178108108108106,0.9558547297297304,3.778468181818182
32_0_0_0_0_0,1.2284369369369366,0.706292792792794,0.0,0.0,1.6863545454545452
32_0_0_0_11_37,1.2284369369369366,0.706292792792794,2.845422297297297,0.4150202702702721,3.0557125000000003
32_0_0_0_29_17,1.2284369369369366,0.706292792792794,3.1439344709115895,0.3781817338524974,2.961525
32_0_0_0_35_34,1.2284369369369366,0.706292792792794,2.586435810810811,0.5856486486486494,3.090059090909091
32_0_0_0_9_0,1.2284369369369366,0.706292792792794,2.109983108108107,0.1584898648648667,2.514848863636364
32_10_5_13_10_0,3.5320405405405397,1.2008277027027043,2.2088547297297296,0.2858918918918927,7.64305340909091
32_12_0_0_0_0,2.032511261261261,1.087414414414416,0.0,0.0,3.557468181818182
32_13_0_0_17_30,2.1492308558558557,0.8348536036036047,3.3300831195602383,0.5335702473660103,5.179388636363636
32_13_14_0_6_0,3.0899898648648643,1.063722972972975,1.4536959459459462,0.3274358108108104,6.266331428571427
32_17_6_4_38_0,3.226016185677202,1.3963351656741503,1.5038783783783778,0.1416824324324337,6.5393147727272725
32_18_0_0_0_0,1.8550655100015268,0.8089513818903659,0.0,0.0,3.3013375000000007
32_18_3_0_8_20,2.6959461406321577,0.9497937242327085,4.105564189189189,-0.12677702702702648,6.886525
32_24_6_26_8_0,2.8496261261261258,2.484907657657659,2.232209459459459,0.3432162162162169,7.333638636363637
32_25_16_24_28_36,2.5396925675675677,1.5076114864864878,2.452983108108109,0.5497601351351351,5.1530022727272735
32_30_18_1_15_0,3.2484641586501755,1.2848398954038798,0.5994222972972976,0.1683445945945947,6.526189772727272
32_30_1_0_16_0,2.6218355855855853,1.1821813063063078,0.5848141891891894,0.1763885135135132,5.771729545454547
32_32_21_0_16_14,2.992585585585585,1.493995495495498,2.4135675675675676,0.35535810810810886,5.768280681818182
32_34_19_0_0_0,2.533092342342342,1.0532725225225246,0.0,0.0,4.322127272727274
32_37_0_0_31_31,1.8997770270270267,0.893956081081082,2.471202817224004,0.3807632844709116,5.0825249999999995
32_38_0_0_9_20,1.9393288288288286,0.8845900900900912,3.983337837837837,-0.3115033783783767,4.814759999999999
32_38_28_1_29_0,3.287156531531531,1.1645630630630652,1.803689189189189,0.1650304054054063,6.43580909090909
32_38_29_0_0_0,2.6308918918918915,1.001324324324326,0.0,0.0,5.38899090909091
32_5_10_0_11_0,2.6112466216216212,1.0722668918918936,1.3804966216216217,0.2133513513513523,6.449718181818182
32_9_0_0_0_0,2.0855743243243237,0.8644594594594612,0.0,0.0,4.099672727272727
33_0_0_0_12_7,0.7996722972972975,0.1960540540540538,3.4359932432432423,0.4997432432432455,2.4976670454545458
33_0_0_0_12_8,0.7996722972972975,0.1960540540540538,3.8263006756756752,0.6783243243243255,2.7583545454545453
33_0_0_0_16_6,0.7996722972972975,0.1960540540540538,2.0385101351351356,0.5038243243243237,1.7262977272727271
