instance,solver,time,n,len,obj_sm,obj_lr_ub,obj_lr,power,power_offset,temp-little,temp-big,ambient
IN_4-ILP-SM-I,ILP-SM-I,4690.0,20,871,2.740947846594182,4.560572174566436,3.125021104659284,8.293702707492063,2.803702707492062,57.276,58.656,23.856322222222225
IN_4-ILP-SM-II,ILP-SM-II,2249.0,20,871,2.740947846594182,4.560572174566436,3.125021104659284,8.277347307526517,2.7873473075265167,57.136,58.428,23.900472222222223
IN_4-QP-LR-UB,QP-LR-UB,37773.0,20,877,3.480826464769516,3.3273569794003484,3.1764264852803747,8.838263157015652,3.348263157015652,59.84,61.516,24.046866666666666
IN_5-BB-LR,BB-lr,300.0,20,982,3.184666799775605,4.52379739650504,3.11761953231638,8.423930225365543,2.933930225365544,57.620000000000005,59.132,24.228644444444438
IN_5-BB-SM,BB-sm,300.0,20,962,3.077398521966726,4.679399785257663,3.1901144889188973,8.547296981692579,3.057296981692579,60.236,61.83,26.04017222222222
IN_5-HEUR,HEUR,3489.0,20,1026,3.36690238126852,5.380935132047084,3.272903144242898,8.648625124691787,3.1586251246917865,58.92,60.424,23.99445
IN_5-ILP-IDLE-MAX,ILP-IDLE-MAX,23731.0,20,1027,3.933286723523464,3.659532268362073,3.490312712618448,9.405969499145671,3.915969499145673,61.86,64.57600000000001,23.832050000000002
IN_5-ILP-IDLE-MIN,ILP-IDLE-MIN,1396.0,20,1030,3.4837998412332487,5.201900334029993,3.276592729576803,8.705380460268858,3.2153804602688574,58.86,60.352,23.727616666666673
IN_5-ILP-SM-I,ILP-SM-I,5993.0,20,1015,2.836412614265692,4.033335592878021,3.1236803221354936,8.386317775475426,2.896317775475426,57.388,58.852,23.592733333333335
IN_5-ILP-SM-II,ILP-SM-II,1725.0,20,1015,2.836412614265692,4.033335592878021,3.123680322135493,8.301801224782622,2.811801224782622,56.84,58.174,23.412344444444443
IN_5-QP-LR-UB,QP-LR-UB,19722.0,20,1027,3.498809420541652,3.300877215581895,3.1762229764940733,8.793850102100349,3.3038501021003484,58.936,60.632,23.329983333333328
IN_6-BB-LR,BB-lr,300.0,20,940,3.550192829935821,5.2394532451219815,3.0513609925044687,8.802983356850067,3.312983356850067,59.58,61.36,24.184955555555554
IN_6-BB-SM,BB-sm,300.0,20,849,3.098783971476801,5.169274175176623,3.1399347676904976,8.588094369968754,3.098094369968754,60.992,62.766,26.212905555555558
IN_6-HEUR,HEUR,4601.0,20,969,3.505836355655464,5.42477802766074,3.236328583427737,8.847913288990224,3.357913288990224,59.184000000000005,60.892,23.299461111111114
IN_6-ILP-IDLE-MAX,ILP-IDLE-MAX,470.0,20,970,4.041236367176489,3.640091953468003,3.424064420755057,9.608007386338755,4.118007386338757,62.076,65.08,23.29512222222222
IN_6-ILP-IDLE-MIN,ILP-IDLE-MIN,764.0,20,970,3.552417882232322,5.345231953862402,3.1595039533323925,8.720243260672865,3.2302432606728644,58.620000000000005,60.156,23.18628888888889
IN_6-ILP-SM-I,ILP-SM-I,12058.0,20,963,2.842567805561823,4.284525356533212,3.0386811780389755,8.266012140321822,2.7760121403218214,56.292,57.768,23.128433333333337
IN_6-ILP-SM-II,ILP-SM-II,5078.0,20,963,2.842567805561823,4.284525356533212,3.0386811780389764,8.215086982529206,2.7250869825292057,56.164,57.658,23.06632777777778
IN_6-QP-LR-UB,QP-LR-UB,21624.0,20,969,3.298703619315452,3.2143690215145613,3.0771107392245978,8.699833562470875,3.209833562470875,58.284,60.116,23.01206666666667
