# Started at: 2021-04-24 06:14:39 +0000, Version: v0.1-129-g3cfe73e, Generated by: thermobench --verbose --fan-cmd=fan --fan-on=0 --time=1800 --wait=30 --wait-timeout=240 --sensors_file=/root/thermobench/src/sensors.imx8 --cpu-usage --column=CPU0_work_done --column=CPU1_work_done --column=CPU2_work_done --column=CPU3_work_done --column=CPU4_work_done --column=CPU5_work_done --column=work_done --output=/root/experiment8_out/Instance2/2/refLTF.json.yaml.csv -- demos-sched -c /root/experiment8/Instance2/refLTF.json.yaml
time/ms,CPU_0_temp/m°C,CPU_1_temp/m°C,GPU_0_temp/m°C,GPU_1_temp/m°C,DRC_temp/m°C,PMIC_temp/m°C,Cortex_A53_0_freq/Hz,Cortex_A53_1_freq/Hz,Cortex_A53_2_freq/Hz,Cortex_A53_3_freq/Hz,Cortex_A72_0_freq/Hz,Cortex_A72_1_freq/Hz,ambient/°C,cam_cpu,cam_mem,power/µW,CPU0_work_done,CPU1_work_done,CPU2_work_done,CPU3_work_done,CPU4_work_done,CPU5_work_done,work_done,CPU0_load/%,CPU1_load/%,CPU2_load/%,CPU3_load/%,CPU4_load/%,CPU5_load/%
1.0909,29700,30700,30500,29500,30100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,,50,0,0,0,33.3333,0
130.597,,,,,,,,,,,,,,66.08,62.03,,,,,,,,,,,,,,
992.785,31100,31300,30900,29900,30900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,,83.5052,72.449,82.8283,69.697,30.303,27.551
1165.82,,,,,,,,,,,,,24.933,,,,,,,,,,,,,,,,
1993,31700,32600,31700,30700,31500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7677800.017707483,,,,,,,,92.9293,85,76.5306,71.7172,31.3131,25.2525
2992.69,31900,32300,31900,31100,31700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8052008.891879419,,,,,,,,94.0594,88,81,77.2277,33,26
3992.41,32100,32500,31900,31100,31700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7979670.115245011,,,,,,,,100,91.9192,83,77,22,19.1919
4992.38,32100,32600,32300,31300,31700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7807589.45662096,,,,,,,,94.9495,84.1584,83,80.8081,36,30.3922
5992.65,32500,32800,32500,31500,32500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,7926017.024370386,,,,,,,,94,86.1386,78.2178,73,35,26.2626
6992.6,32600,33000,32500,31900,32500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8203623.685844396,,,,,,,,94.0594,89,81,77.2277,32,25.2525
7993.08,32500,33200,32800,32300,32500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8036771.019837622,,,,,,,,96,83.1683,75.7576,70,26,20
8993.09,33000,33400,32800,32300,32500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8025470.356265034,,,,,,,,99,91,90,86.8687,32.3232,29.703
9992.53,33200,33400,33400,32300,32800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8147142.017714091,,,,,,,,94,86.8687,78.7879,73.7374,34,26.2626
10243,,,,,,,,,,,,,,66.00,61.95,,,,,,,,,,,,,,
10992.7,33200,33800,33200,32600,33000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8173469.292132755,,,,,,,,94.9495,88.2353,80,75.2475,35.6436,25.5102
