# Started at: 2021-04-24 05:41:43 +0000, Version: v0.1-129-g3cfe73e, Generated by: thermobench --verbose --fan-cmd=fan --fan-on=0 --time=1800 --wait=30 --wait-timeout=240 --sensors_file=/root/thermobench/src/sensors.imx8 --cpu-usage --column=CPU0_work_done --column=CPU1_work_done --column=CPU2_work_done --column=CPU3_work_done --column=CPU4_work_done --column=CPU5_work_done --column=work_done --output=/root/experiment8_out/Instance2/2/minutilLTF.json.yaml.csv -- demos-sched -c /root/experiment8/Instance2/minutilLTF.json.yaml
time/ms,CPU_0_temp/m°C,CPU_1_temp/m°C,GPU_0_temp/m°C,GPU_1_temp/m°C,DRC_temp/m°C,PMIC_temp/m°C,Cortex_A53_0_freq/Hz,Cortex_A53_1_freq/Hz,Cortex_A53_2_freq/Hz,Cortex_A53_3_freq/Hz,Cortex_A72_0_freq/Hz,Cortex_A72_1_freq/Hz,ambient/°C,cam_cpu,cam_mem,power/µW,CPU0_work_done,CPU1_work_done,CPU2_work_done,CPU3_work_done,CPU4_work_done,CPU5_work_done,work_done,CPU0_load/%,CPU1_load/%,CPU2_load/%,CPU3_load/%,CPU4_load/%,CPU5_load/%
1.1089,29700,30500,30500,29500,29900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,,0,0,0,0,0,0
108.953,,,,,,,,,,,,,,66.20,62.11,,,,,,,,,,,,,,
993.36,30500,32500,30900,30300,31300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,,10,5.05051,12.1212,4.0404,76.5306,71.7172
1078.78,,,,,,,,,,,,,24.986,,,,,,,,,,,,,,,,
1992.37,30900,33000,31300,30700,31500,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8680926.732356997,,,,,,,,8.16327,0,0,0,94,88.1188
2993.11,31300,33400,31700,31100,31700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8829423.91030921,,,,,,,,9.90099,0,0,0,99,92.9293
3992.56,31700,33400,31900,31100,32100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8690265.021416666,,,,,,,,0,0,0,0,100,96
4993.25,31700,34000,32300,31300,32100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8833059.331904724,,,,,,,,8.91089,0,0,0,100,96
5992.86,32100,34400,32600,31900,32600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8986056.672291722,,,,,,,,8.08081,0,0,0,100,94
6992.87,32300,34400,32500,32100,32800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8902426.263990788,,,,,,,,9,0,0,0,100,94.0594
7992.71,32800,34600,32800,32300,33000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8717931.138138732,,,,,,,,0.990099,0,0,0,100,95
8992.61,32800,35000,33200,32600,33200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8910190.346105766,,,,,,,,8.08081,1,0,0,99.0099,93
9993.26,33200,34800,33600,32600,33600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8977780.832573391,,,,,,,,9,0.990099,0,0,100,95.098
10217.4,,,,,,,,,,,,,,66.16,62.15,,,,,,,,,,,,,,
10993.2,33400,35400,33600,33000,33600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8992891.032029927,,,,,,,,13.8614,0,1,0,100,93.8776
11136.1,,,,,,,,,,,,,24.997,,,,,,,,,,,,,,,,
11993.1,33600,35800,34000,33400,34000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8772209.296800468,,,,,,,,5.05051,0,0,0,100,94.0594
12993,34000,36200,34200,33400,34000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8838916.56301175,,,,,,,,4,0,0,0,100,94.0594
13992.8,34200,36200,34400,33800,34400,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8909831.410617515,,,,,,,,9,0,0,0,99.0196,95.9596
14993,34400,36400,34800,34200,34800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,9013335.05336907,,,,,,,,9,0,0.990099,0,100,94
15993.3,34800,36600,35000,34200,34800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,8853127.888254898,,,,,,,,9,0,0,0.990099,100,93.9394
