# Started at: 2021-02-28 08:17:12 +0000, Version: v0.1-120-gbc4d265, Generated by: thermobench --verbose --fan-cmd=fan --fan-on=0 --time=1800 --wait=30 --wait-timeout=240 --sensors_file=/root/thermobench/src/sensors.imx8 --cpu-usage --column=CPU0_work_done --column=CPU1_work_done --column=CPU2_work_done --column=CPU3_work_done --column=CPU4_work_done --column=CPU5_work_done --column=work_done '--sensor=/run/power Power uW' --output=/root/experiment5_out/Instance2/1/OPTIMAL_nobo.json.yaml.csv -- demos-sched -c /root/experiment5/Instance2/OPTIMAL_nobo.json.yaml
time/ms,CPU_0_temp/m°C,CPU_1_temp/m°C,GPU_0_temp/m°C,GPU_1_temp/m°C,DRC_temp/m°C,PMIC_temp/m°C,Cortex_A53_0_freq/Hz,Cortex_A53_1_freq/Hz,Cortex_A53_2_freq/Hz,Cortex_A53_3_freq/Hz,Cortex_A72_0_freq/Hz,Cortex_A72_1_freq/Hz,ambient/°C,cam_cpu,cam_mem,CPU0_work_done,CPU1_work_done,CPU2_work_done,CPU3_work_done,CPU4_work_done,CPU5_work_done,work_done,Power/uW,CPU0_load/%,CPU1_load/%,CPU2_load/%,CPU3_load/%,CPU4_load/%,CPU5_load/%
1.11403,29900,30500,30300,29500,30300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,5.8932e+06,0,0,0,0,0,0
129.212,,,,,,,,,,,,,,62.56,58.43,,,,,,,,,,,,,,
994.398,30700,31900,31100,29700,30700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,7.1828e+06,77.551,82.8283,75.5102,74.4898,21.2121,20.202
1731.76,,,,,,,,,,,,,21.436,,,,,,,,,,,,,,,,
1994.16,30900,31500,31300,30100,30900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,7.4132e+06,85.1485,98,86.1386,82.3529,23.9583,15.8416
2994.26,31300,31700,31100,30100,30900,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,7.3916e+06,86,99,88.1188,82.3529,31,17.8218
3994.48,31500,31500,31700,30500,31100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,7.6878e+06,87,98.0198,91.9192,87,28.5714,14.433
4994.55,31700,32100,31700,30500,31100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,7.4154e+06,86.8687,99,89.899,83.8384,31.9588,20.202
5994.65,31700,32300,31700,30700,31300,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,7.7442e+06,86.1386,98.9899,87,83,34,18.3673
6994.77,32100,32800,32500,31100,31700,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,8.0466e+06,93,98.9899,92.9293,88.1188,34.6535,21
7994.65,32100,32800,32500,31300,32100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,7.3826e+06,87,98.0392,87.2549,82.3529,35.3535,22
8994.65,32600,33600,32800,31700,32100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,7.3304e+06,86.1386,98.9899,87.8788,83.1683,36.6337,18.3673
9994.65,32600,33400,32800,31700,32100,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,7.1454e+06,87,99,89,85.8586,26.8041,14.1414
10225.5,,,,,,,,,,,,,,62.48,58.51,,,,,,,,,,,,,,
10994.4,32600,33600,33200,32100,32600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,7.106e+06,90.099,99,87.8788,87.1287,32,23.4694
11110.7,,,,,,,,,,,,,,,,,,,,,,487,,,,,,,
11742.4,,,,,,,,,,,,,,,,,,,,,,1007,,,,,,,
11800,,,,,,,,,,,,,21.436,,,,,,,,,,,,,,,,
11994.4,33000,34200,33200,32100,32600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,7.6412e+06,87.8788,99,88,84,34,30.303
12083.7,,,,,,,,,,,,,,,,,,,,,,1351,,,,,,,
12210.7,,,,,,,,,,,,,,,,,,,,,,2496,,,,,,,
12850.6,,,,,,,,,,,,,,,,,,,,,,651,,,,,,,
12850.6,,,,,,,,,,,,,,,,,,,,,,3009,,,,,,,
12994.9,33400,34600,33200,32500,33000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,7.5868e+06,86,100,88.1188,84,35.3535,25.7426
13183.7,,,,,,,,,,,,,,,,,,,,,,3206,,,,,,,
13310.7,,,,,,,,,,,,,,,,,,,,,,4492,,,,,,,
13944.7,,,,,,,,,,,,,,,,,,,,,,2242,,,,,,,
13944.7,,,,,,,,,,,,,,,,,,,,,,5002,,,,,,,
13994.8,33200,33600,33400,32300,33200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,7.4468e+06,86,98,87.8788,83,36.7347,23.4694
14283.6,,,,,,,,,,,,,,,,,,,,,,5060,,,,,,,
14414.7,,,,,,,,,,,,,,,,,,,,,,6490,,,,,,,
14994.3,33600,34200,34000,32800,33000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,8.2154e+06,87,99,92,87.7551,37.2549,26
15046.7,,,,,,,,,,,,,,,,,,,,,,6988,,,,,,,
15046.7,,,,,,,,,,,,,,,,,,,,,,3776,,,,,,,
15383.6,,,,,,,,,,,,,,,,,,,,,,6910,,,,,,,
15514.7,,,,,,,,,,,,,,,,,,,,,,8499,,,,,,,
15994.2,34000,34400,34000,33000,33400,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,7.5916e+06,87,98.9899,89,86,40.5941,30.6122
16146.7,,,,,,,,,,,,,,,,,,,,,,8977,,,,,,,
16146.7,,,,,,,,,,,,,,,,,,,,,,5416,,,,,,,
16483.6,,,,,,,,,,,,,,,,,,,,,,8782,,,,,,,
16618.3,,,,,,,,,,,,,,,,,,,,,,10507,,,,,,,
16994.8,33800,34600,34200,33200,33600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,7.8678e+06,86.1386,99.0099,88,85.1485,38.3838,32.3529
17250.6,,,,,,,,,,,,,,,,,,,,,,7070,,,,,,,
17250.6,,,,,,,,,,,,,,,,,,,,,,10924,,,,,,,
17583.7,,,,,,,,,,,,,,,,,,,,,,10651,,,,,,,
17713,,,,,,,,,,,,,,,,,,,,,,12501,,,,,,,
17994.3,34400,35200,34600,33400,33600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,7.6092e+06,93,98.9899,92.0792,89.899,39.3939,28.5714
18350.7,,,,,,,,,,,,,,,,,,,,,,12915,,,,,,,
18350.7,,,,,,,,,,,,,,,,,,,,,,8642,,,,,,,
18683.7,,,,,,,,,,,,,,,,,,,,,,12523,,,,,,,
18810.7,,,,,,,,,,,,,,,,,,,,,,14491,,,,,,,
18995,34800,35200,35000,33600,34000,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,7.633e+06,86.8687,98.0198,87.8788,86,41.4141,30.6931
19442.7,,,,,,,,,,,,,,,,,,,,,,10296,,,,,,,
19442.7,,,,,,,,,,,,,,,,,,,,,,14860,,,,,,,
19783.6,,,,,,,,,,,,,,,,,,,,,,14390,,,,,,,
19876.1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
19918.7,,,,,,,,,,,,,,,,,,,,,,16499,,,,,,,
19994.8,34800,36200,35200,34000,34200,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,7.738e+06,86,98.9899,87.8788,85,40.404,28.2828
20332.4,,,,,,,,,,,,,,62.44,58.43,,,,,,,,,,,,,,
20546.7,,,,,,,,,,,,,,,,,,,,,,11846,,,,,,,
20546.7,,,,,,,,,,,,,,,,,,,,,,16864,,,,,,,
20742.7,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,
20883.7,,,,,,,,,,,,,,,,,,,,,,16261,,,,,,,
20995,34800,36000,35200,34000,34400,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,7.703e+06,87.1287,99.0196,89,86.2745,38.835,24.2424
21018.6,,,,,,,,,,,,,,,,,,,,,,18502,,,,,,,
21650.7,,,,,,,,,,,,,,,,,,,,,,18864,,,,,,,
21650.7,,,,,,,,,,,,,,,,,,,,,,13516,,,,,,,
21842.7,,,,,,,,,,,,,,,,,,,,,,1263,,,,,,,
21862,,,,,,,,,,,,,21.436,,,,,,,,,,,,,,,,
21983.7,,,,,,,,,,,,,,,,,,,,,,18127,,,,,,,
21994.8,35000,36000,35200,34000,34600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,7.8018e+06,90,99,87.8788,87,33,31
22114.7,,,,,,,,,,,,,,,,,,,,,,20506,,,,,,,
22473.7,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,
22742.7,,,,,,,,,,,,,,,,,,,,,,15165,,,,,,,
22742.7,,,,,,,,,,,,,,,,,,,,,,20855,,,,,,,
22942.7,,,,,,,,,,,,,,,,,,,,,,2153,,,,,,,
22994.8,35200,36800,35200,34400,34600,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,7.422e+06,87.8788,98.9899,88.1188,86.8687,38,31.3131
23083.7,,,,,,,,,,,,,,,,,,,,,,19988,,,,,,,
23107.3,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
23210.7,,,,,,,,,,,,,,,,,,,,,,22514,,,,,,,
23573.8,,,,,,,,,,,,,,,,,,,,,,940,,,,,,,
23846.7,,,,,,,,,,,,,,,,,,,,,,22848,,,,,,,
23846.7,,,,,,,,,,,,,,,,,,,,,,16799,,,,,,,
23994.9,35200,36600,35600,34400,34800,70000,1.2e+06,1.2e+06,1.2e+06,1.2e+06,1.596e+06,1.596e+06,,,,,,,,,,,7.7148e+06,86.2745,99.0099,87.8788,86.1386,36.7347,24.2424
24046.7,,,,,,,,,,,,,,,,,,,,,,3116,,,,,,,
24183.7,,,,,,,,,,,,,,,,,,,,,,21858,,,,,,,
24310.7,,,,,,,,,,,,,,,,,,,,,,24511,,,,,,,
