instance,solver,time,n,len,obj_sm,obj_lr_ub,obj_lr,imx8b_power
inst_0306,RandomGenerator,0,3,1000,3.84879,3.44575,2.06404907,6.403549889063638
inst_0287,RandomGenerator,0,2,1000,2.4748,2.0903400000000003,1.0706616400000002,5.759771599155488
inst_0528,RandomGenerator,0,4,1000,3.6078,3.59128,1.81713352,6.462741490343762
inst_0295,RandomGenerator,0,3,1000,3.52296,3.73509,2.09293666,6.520891350980935
inst_0603,RandomGenerator,0,2,1000,0.6663600000000001,1.22527,0.50901824,5.7544263135271985
inst_0472,RandomGenerator,0,3,1000,1.85434,2.32227,0.4140938899999999,5.381135650858687
inst_0371,RandomGenerator,0,5,1000,2.7146,3.3349800000000003,1.83085313,6.310690534513105
inst_0482,RandomGenerator,0,4,1000,1.83105,2.0724100000000005,1.4004893900000002,6.705571432504906
inst_0976,RandomGenerator,0,6,1000,4.42172,5.54575,3.45989067,6.674125000005006
inst_0487,RandomGenerator,0,3,1000,3.6308,3.888640000000001,2.02650724,5.950575831934677
inst_0214,RandomGenerator,0,5,1000,3.66145,5.41681,1.9418497,6.029381988345031
inst_0344,RandomGenerator,0,2,1000,1.17235,1.22255,0.4672816,5.841342307379001
inst_0541,RandomGenerator,0,2,1000,2.7399,2.41906,1.1508919199999998,6.195947044032208
inst_0337,RandomGenerator,0,3,1000,5.39078,5.14681,2.74734529,6.636371591813975
inst_0696,RandomGenerator,0,5,1000,3.94226,5.7078500000000005,1.99058188,6.418785469642445
inst_0645,RandomGenerator,0,1,1000,0.41828,0.34915,0.2353271,5.482359647193875
inst_0325,RandomGenerator,0,3,1000,2.25163,3.12568,1.19875579,5.866096360420667
inst_0580,RandomGenerator,0,1,1000,0.5849,0.48094,0.3799426,5.502372908463138
inst_0278,RandomGenerator,0,4,1000,3.943,4.59145,2.50712554,6.385180999714919
inst_0543,RandomGenerator,0,2,1000,1.13052,1.35424,0.39517888,5.779167697847013
inst_0414,RandomGenerator,0,3,1000,3.11687,2.7292400000000003,1.87241915,6.1702901585118335
inst_0796,RandomGenerator,0,4,1000,1.65414,2.0288200000000005,0.9377658900000002,6.18805910079291
inst_0950,RandomGenerator,0,3,1000,2.25884,2.22896,0.90593436,5.905816939049937
inst_0693,RandomGenerator,0,5,1000,3.40895,4.74892,1.39128304,6.25314851227414
inst_0406,RandomGenerator,0,5,1000,3.2201800000000005,4.60305,1.74350525,5.952211314182341
inst_0819,RandomGenerator,0,3,1000,2.00237,2.3569500000000003,1.0335691700000005,5.890859549795912
inst_0722,RandomGenerator,0,2,1000,3.4368100000000004,2.35931,1.93099414,6.301777773892639
inst_0695,RandomGenerator,0,2,1000,3.61634,3.27116,0.40195706,5.552930647433161
inst_0861,RandomGenerator,0,5,1000,2.7392600000000003,3.36778,2.0997709200000005,6.856727850918112
inst_0879,RandomGenerator,0,5,1000,4.53618,6.41958,2.10488926,6.4341541642167
inst_0698,RandomGenerator,0,4,1000,2.69401,3.66072,1.88653081,6.483342583283242
inst_0277,RandomGenerator,0,4,1000,2.22079,3.1950000000000003,1.4135762800000002,5.747591941231161
inst_0790,RandomGenerator,0,3,1000,3.1305500000000004,2.38753,1.64036538,6.070582647453814
inst_0126,RandomGenerator,0,1,1000,1.06793,0.63975,0.4612597500000001,5.647298547382322
inst_0495,RandomGenerator,0,3,1000,3.22875,3.11172,2.17014561,7.001853909900893
inst_0400,RandomGenerator,0,3,1000,1.38526,1.77381,0.5427743800000001,5.825343450382417
inst_0255,RandomGenerator,0,2,1000,3.17127,2.29612,1.60878897,5.995184951836246
inst_0413,RandomGenerator,0,4,1000,3.70547,3.795640000000001,2.50888268,7.13721421517152
inst_0761,RandomGenerator,0,3,1000,1.60485,1.99541,0.91631258,6.412878001958573
inst_0321,RandomGenerator,0,1,1000,0.61611,0.5032500000000001,0.43631775,5.570457886256428
inst_0617,RandomGenerator,0,2,1000,3.28134,2.16508,1.84379322,5.83276871188619
inst_0945,RandomGenerator,0,4,1000,3.30412,4.01482,1.37557138,6.631940017145343
inst_0313,RandomGenerator,0,3,1000,2.04108,2.21768,0.8900902800000001,5.859980402156927
inst_0644,RandomGenerator,0,1,1000,0.46309,0.35894,0.31694402,5.515685257283847
inst_0623,RandomGenerator,0,4,1000,3.8172,3.5396600000000005,2.4765362200000003,6.336786706128064
inst_0900,RandomGenerator,0,5,1000,3.57062,3.82748,2.13368575,6.405591643535402
inst_0379,RandomGenerator,0,4,1000,4.60501,4.39078,2.7263923000000005,6.450304317589287
inst_0479,RandomGenerator,0,2,1000,2.89686,2.62047,0.65582016,5.676042570311477
inst_0232,RandomGenerator,0,2,1000,1.1893699999999998,1.18301,0.07346266,5.420781558603857
inst_0756,RandomGenerator,0,1,1000,0.5831000000000001,0.5185000000000001,0.3707275000000001,5.483798379842757
inst_0553,RandomGenerator,0,3,1000,3.1244300000000003,2.82851,2.13606651,6.16044018679847
inst_0388,RandomGenerator,0,3,1000,2.93779,2.49559,1.8403149400000005,6.4358824352956665
inst_0382,RandomGenerator,0,2,1000,1.62603,1.29946,1.06788371,6.2922550706005556
inst_0627,RandomGenerator,0,4,1000,1.89729,2.67142,0.46114513,5.819271822269799
inst_0048,RandomGenerator,0,5,1000,6.47495,6.45437,4.22840754,7.329225154063824
inst_0570,RandomGenerator,0,3,1000,1.4580799999999998,1.4657,0.5820031600000001,5.8599409243445955
inst_0966,RandomGenerator,0,4,1000,3.39902,5.18924,1.6109014200000005,6.178650185271568
inst_0297,RandomGenerator,0,2,1000,2.48374,1.85584,1.06188739,5.644940083322673
inst_0219,RandomGenerator,0,2,1000,1.13925,1.0451,0.3472009,5.521077466334416
inst_0878,RandomGenerator,0,6,1000,4.27805,5.27852,2.75920625,6.29779031700234
inst_0672,RandomGenerator,0,2,1000,2.69438,2.64692,0.35768011,5.534020752577473
inst_0823,RandomGenerator,0,5,1000,2.01197,3.3393100000000007,1.29157838,6.2402895844406565
inst_0686,RandomGenerator,0,3,1000,1.92447,1.6612200000000004,1.3378418,6.2100264854669796
inst_0302,RandomGenerator,0,2,1000,2.41029,1.74108,1.2450844200000002,5.718714451780067
inst_0971,RandomGenerator,0,4,1000,2.6823200000000003,3.08279,1.71583718,6.050344748267877
inst_0102,RandomGenerator,0,5,1000,4.50929,5.00178,2.49619454,6.633248746829635
inst_0398,RandomGenerator,0,4,1000,2.07867,2.85741,1.2727151199999998,6.566620543458015
inst_0613,RandomGenerator,0,1,1000,0.5189600000000001,0.50871,0.26045952,5.68095875632053
inst_0327,RandomGenerator,0,4,1000,3.7113,3.40364,2.6637666,6.16024229969794
inst_0633,RandomGenerator,0,3,1000,2.12278,2.5327400000000004,0.8334332000000001,6.036583993939467
inst_0573,RandomGenerator,0,4,1000,3.03787,2.85945,1.39612147,5.9465087964474534
inst_0284,RandomGenerator,0,2,1000,2.42544,1.7850100000000002,0.93470447,5.85185499979834
inst_0975,RandomGenerator,0,4,1000,2.98494,3.9249,1.10447649,5.984853788303064
inst_0872,RandomGenerator,0,4,1000,3.34141,4.18342,2.12601822,6.323906619534959
inst_0834,RandomGenerator,0,1,1000,1.01102,0.5973900000000001,0.13501014,5.5260289588369895
inst_0354,RandomGenerator,0,4,1000,3.10577,3.0171900000000003,1.9949686100000004,6.18857330704383
inst_0871,RandomGenerator,0,5,1000,4.8295,6.682359999999999,2.2746150100000007,6.798922452853122
inst_0496,RandomGenerator,0,4,1000,3.95359,3.90308,2.35357935,6.440329629671676
inst_0785,RandomGenerator,0,2,1000,0.41912,0.91613,0.12277921,5.405118270161591
inst_0377,RandomGenerator,0,2,1000,2.49169,2.04186,0.98782762,5.622514056282813
inst_0056,RandomGenerator,0,2,1000,0.55159,0.91613,0.32864526,5.552853994432833
inst_0185,RandomGenerator,0,3,1000,2.67332,3.06729,1.49903888,6.110022151437166
inst_0563,RandomGenerator,0,3,1000,2.35788,2.94534,1.04529672,5.96076656821298
inst_0860,RandomGenerator,0,3,1000,3.3207600000000004,3.10768,1.32222248,5.820728172268305
inst_0609,RandomGenerator,0,4,1000,4.661219999999999,4.269640000000001,2.85197798,6.374716117522479
inst_0952,RandomGenerator,0,1,1000,1.2268,0.6251599999999999,0.5751472,5.983644263988038
inst_0874,RandomGenerator,0,1,1000,0.89964,0.8280700000000001,0.03229473,5.4044493996172305
inst_0012,RandomGenerator,0,3,1000,1.93911,2.9198500000000003,1.00889493,6.413746725063869
inst_0258,RandomGenerator,0,3,1000,2.05892,2.47805,1.4930574199999995,6.541809581914076
inst_0330,RandomGenerator,0,2,1000,2.22923,1.64685,1.1322975399999995,5.765403827021814
inst_0188,RandomGenerator,0,6,1000,4.20206,4.92089,3.02826335,6.742370741650673
inst_0626,RandomGenerator,0,3,1000,2.4026300000000003,2.04332,1.08647291,6.2817663397459045
inst_0152,RandomGenerator,0,4,1000,2.4816700000000003,2.7466100000000004,1.26199795,5.760844158851796
inst_0735,RandomGenerator,0,3,1000,2.68906,2.96648,1.0018358500000002,5.470572206396423
inst_0654,RandomGenerator,0,5,1000,4.70759,6.083729999999999,3.27850628,6.944161472126022
inst_0800,RandomGenerator,0,5,1000,4.5185900000000006,4.65216,3.2793927600000004,6.662933510656032
inst_0177,RandomGenerator,0,3,1000,2.7266800000000004,2.87892,1.44115498,6.453939629551586
inst_0417,RandomGenerator,0,2,1000,1.0411199999999998,0.9231,0.3141793499999999,5.647863786306869
inst_0994,RandomGenerator,0,3,1000,3.67537,3.53527,2.44885093,6.5684014739863885
inst_0123,RandomGenerator,0,3,1000,2.6928,3.1576700000000004,0.49342797,5.594954491932846
inst_0591,RandomGenerator,0,5,1000,4.797020000000001,4.39208,3.48961042,6.7593059057510265
inst_0504,RandomGenerator,0,2,1000,2.56477,2.58016,0.32703175,5.568735781602666
inst_0942,RandomGenerator,0,3,1000,1.7838699999999998,1.9538,0.8315535199999999,5.987152708759519
inst_0539,RandomGenerator,0,5,1000,2.39259,3.4279,1.3943875000000003,6.416080200999951
inst_0895,RandomGenerator,0,4,1000,2.61007,3.1923900000000005,1.48281637,6.025558658177082
inst_0552,RandomGenerator,0,2,1000,1.41786,1.0974400000000002,0.7143424,5.895618476156157
inst_0361,RandomGenerator,0,3,1000,3.79776,2.7006500000000004,1.93206442,6.238672696222306
inst_0446,RandomGenerator,0,4,1000,3.5551,3.2520300000000004,2.30017152,6.544087075424476
inst_0023,RandomGenerator,0,3,1000,2.09396,2.3462700000000005,1.18961435,6.307475359669739
inst_0252,RandomGenerator,0,5,1000,2.87417,4.27618,0.99437134,6.098849106302633
inst_0762,RandomGenerator,0,3,1000,2.95054,2.8920000000000003,1.0024792500000002,5.9705149569161975
inst_0916,RandomGenerator,0,3,1000,3.48578,4.39179,1.49746758,6.075329435029586
inst_0134,RandomGenerator,0,4,1000,3.59104,3.59594,2.86523926,6.718987677196133
inst_0397,RandomGenerator,0,1,1000,0.42204,0.35621,0.26644508,5.455897608953512
inst_0002,RandomGenerator,0,3,1000,5.44125,4.43201,3.50260973,6.619435576808123
inst_0192,RandomGenerator,0,4,1000,2.57351,3.18115,1.33843354,5.981100472485278
inst_0424,RandomGenerator,0,4,1000,2.48374,3.31964,1.84208744,6.467228882221185
inst_0733,RandomGenerator,0,2,1000,1.2534,0.91444,0.48624358,5.863264658156523
inst_0567,RandomGenerator,0,3,1000,1.46452,2.12018,0.8422265200000001,5.786252042140146
inst_0436,RandomGenerator,0,2,1000,2.0149,1.87438,1.03326444,6.092375000007451
inst_0273,RandomGenerator,0,1,1000,0.2799,0.35621,0.0463073,5.386773997984045
inst_0316,RandomGenerator,0,4,1000,4.65277,4.89207,3.1383664600000003,7.160678705094362
inst_0315,RandomGenerator,0,2,1000,1.40111,1.05122,0.4773052,5.771264428151758
inst_0680,RandomGenerator,0,4,1000,3.62966,4.287039999999999,1.64633893,6.00600788300778
inst_0849,RandomGenerator,0,2,1000,2.00472,1.8597,0.6439911599999999,5.664743208316108
inst_0668,RandomGenerator,0,5,1000,3.51812,3.90731,2.43015717,6.34701181423431
inst_0703,RandomGenerator,0,1,1000,2.11656,1.47459,0.66209091,5.778487159274159
inst_0608,RandomGenerator,0,3,1000,6.43752,5.18277,3.98490603,7.587933605584327
inst_0625,RandomGenerator,0,4,1000,3.69593,3.22284,2.2149492399999997,6.969310981480285
inst_0099,RandomGenerator,0,1,1000,1.22592,0.66272,0.55072032,5.939955450336451
inst_0310,RandomGenerator,0,2,1000,3.67908,3.00483,1.6806479,6.375981129322457
inst_0840,RandomGenerator,0,4,1000,2.94395,2.9415900000000006,1.72213491,5.849626390878272
inst_0368,RandomGenerator,0,2,1000,1.29379,0.98137,0.61024723,5.833646876175087
inst_0092,RandomGenerator,0,4,1000,3.24059,3.12182,1.30902806,5.973681403665299
inst_0791,RandomGenerator,0,4,1000,2.64603,3.78482,1.39238804,5.9603460192805455
inst_0053,RandomGenerator,0,1,1000,0.43362,0.48094,0.14524388,5.484405623786922
inst_0890,RandomGenerator,0,5,1000,3.092,3.2852500000000004,1.9879497,6.123341904821173
inst_0384,RandomGenerator,0,3,1000,3.22484,3.14504,1.4492462199999998,6.123007653751884
inst_0360,RandomGenerator,0,3,1000,1.50589,1.68758,1.09317541,6.1011767117552385
inst_0040,RandomGenerator,0,4,1000,3.41471,3.49087,1.9141148600000004,6.1853182912002085
inst_0334,RandomGenerator,0,3,1000,2.42923,2.18618,1.71270784,6.228883208431926
inst_0993,RandomGenerator,0,2,1000,2.67354,2.49148,0.5068115,5.583966378702414
inst_0647,RandomGenerator,0,3,1000,3.1079,2.88822,1.88306688,6.121117430154445
inst_0631,RandomGenerator,0,3,1000,1.34623,1.46099,1.02606789,5.953738007033384
inst_0116,RandomGenerator,0,3,1000,2.41333,2.38299,1.3990287999999995,6.1152468638010475
inst_0352,RandomGenerator,0,3,1000,2.27575,2.603,1.02185176,5.77919878408525
inst_0690,RandomGenerator,0,3,1000,1.35902,1.7387400000000004,0.6604533200000002,5.6483940926064555
inst_0475,RandomGenerator,0,1,1000,0.5328200000000001,0.50871,0.28182534,5.462806147001254
inst_0583,RandomGenerator,0,3,1000,1.72374,1.78925,1.20098921,6.251711029474936
inst_0965,RandomGenerator,0,2,1000,2.05809,2.2629900000000003,0.5786508900000001,5.697963673644398
inst_0470,RandomGenerator,0,3,1000,3.3412,2.92255,1.15222344,5.916110209727852
inst_0106,RandomGenerator,0,3,1000,3.13308,3.1659900000000003,0.91770161,5.805122667028855
inst_0739,RandomGenerator,0,2,1000,2.81045,2.54693,0.6615115500000001,5.743724227239152
inst_0137,RandomGenerator,0,3,1000,4.40858,3.68393,2.69531523,6.52686392543623
inst_0110,RandomGenerator,0,2,1000,1.5879100000000002,1.20532,0.82673151,6.143010698927081
inst_0289,RandomGenerator,0,1,1000,0.56508,0.4351900000000001,0.3964580900000001,5.54347337002426
inst_0769,RandomGenerator,0,5,1000,2.8181800000000004,4.16259,1.54955658,6.019070619789439
inst_0068,RandomGenerator,0,3,1000,2.35296,2.4231100000000003,1.0608684900000005,5.693286501750131
inst_0974,RandomGenerator,0,5,1000,3.36962,3.85384,1.36308934,6.313049869880695
inst_0653,RandomGenerator,0,3,1000,1.87068,2.02157,1.09609679,5.984785170897896
inst_0118,RandomGenerator,0,1,1000,0.5173099999999999,0.50871,0.25791597,5.444210963163414
inst_0958,RandomGenerator,0,2,1000,2.31365,1.6546500000000002,1.0966651100000002,5.890022250549744
inst_0261,RandomGenerator,0,4,1000,2.53389,2.94698,2.0737605900000005,6.521676634719954
inst_0995,RandomGenerator,0,4,1000,2.12391,3.5068,0.94005927,5.92446297211469
inst_0167,RandomGenerator,0,3,1000,1.59939,1.95898,0.94021373,6.151253739214764
inst_0813,RandomGenerator,0,4,1000,1.16417,1.8987200000000004,1.22009346,6.1494191090277095
inst_0348,RandomGenerator,0,4,1000,1.5235900000000002,2.2643500000000003,1.0697229700000002,6.215891904045333
inst_0060,RandomGenerator,0,3,1000,1.04701,1.46805,0.5227194900000001,5.670864622189358
inst_0656,RandomGenerator,0,2,1000,2.3771,2.09161,0.18574122,5.520296715938004
inst_0129,RandomGenerator,0,2,1000,2.29404,2.05123,0.7955433699999999,5.704978606331973
inst_0128,RandomGenerator,0,3,1000,0.9566,1.42917,0.8892631200000001,5.7246750909096065
inst_0222,RandomGenerator,0,3,1000,3.58377,3.2404900000000003,2.3837024300000005,6.405900793466292
inst_0247,RandomGenerator,0,2,1000,2.18252,1.82615,0.8858670200000001,5.630494941594004
inst_0969,RandomGenerator,0,3,1000,3.44087,2.67356,2.29234613,6.312080142604052
inst_0401,RandomGenerator,0,3,1000,1.69585,2.74238,0.40954021,5.616714895532951
inst_0547,RandomGenerator,0,4,1000,2.13278,3.4914700000000005,1.1972405600000002,6.234163963527449
inst_0639,RandomGenerator,0,3,1000,2.10135,2.41537,1.02471026,5.907102848362224
inst_0463,RandomGenerator,0,2,1000,0.66515,0.83442,0.48763077,5.580984331105671
inst_0683,RandomGenerator,0,5,1000,2.54262,4.42295,1.4490909,5.929293044737857
inst_0088,RandomGenerator,0,2,1000,1.56759,1.21078,0.86411363,6.298650565960747
inst_0987,RandomGenerator,0,5,1000,4.528530000000001,4.66054,3.20333971,7.756484780292715
inst_0154,RandomGenerator,0,5,1000,4.44657,4.87368,3.0127389000000004,7.52079421787456
inst_0467,RandomGenerator,0,4,1000,3.91028,4.1351,2.58491725,6.466835762051656
inst_0112,RandomGenerator,0,3,1000,2.16578,2.36912,0.6823981800000002,5.581506976883954
inst_0921,RandomGenerator,0,3,1000,2.69074,2.51554,1.41516091,6.4043639072711604
inst_0723,RandomGenerator,0,4,1000,3.31235,4.23574,1.42740021,6.031507539396299
inst_0745,RandomGenerator,0,2,1000,1.88192,2.2001500000000003,0.48667168,5.740507175633853
inst_0962,RandomGenerator,0,3,1000,2.50515,2.7717,1.07089227,5.88360277712968
inst_0743,RandomGenerator,0,4,1000,4.4222600000000005,4.9354000000000005,2.47929227,6.480841463177138
inst_0066,RandomGenerator,0,2,1000,0.93389,0.99869,0.16462662,5.344060120673681
inst_0925,RandomGenerator,0,3,1000,2.53573,3.26695,1.25140309,5.935841482324131
inst_0061,RandomGenerator,0,2,1000,3.09646,3.15403,1.43750451,5.825385931815073
inst_0383,RandomGenerator,0,1,1000,1.95472,1.79515,0.23875495,5.494506868134284
inst_0429,RandomGenerator,0,2,1000,3.95384,2.5684700000000005,1.96066724,6.3824574298615815
inst_0527,RandomGenerator,0,4,1000,3.21422,3.43371,1.06491623,5.825067944126998
inst_0924,RandomGenerator,0,4,1000,2.34934,3.85434,1.1419437099999998,6.281556857027983
inst_0560,RandomGenerator,0,3,1000,3.13217,2.37781,1.7527419400000002,5.86590432952479
inst_0269,RandomGenerator,0,5,1000,4.34342,4.92877,2.81984695,6.6262544941775285
inst_0336,RandomGenerator,0,1,1000,3.68064,2.1117600000000003,1.5542553600000002,6.073492408133093
inst_0045,RandomGenerator,0,3,1000,3.0618000000000003,2.31603,1.85897266,6.395007993764067
inst_0778,RandomGenerator,0,3,1000,1.3364200000000002,1.3812600000000002,0.53485298,5.644762104756043
inst_0111,RandomGenerator,0,4,1000,4.55396,3.86171,3.02591991,6.674583432286616
inst_0291,RandomGenerator,0,3,1000,3.29637,3.34161,1.95088029,6.161036727215486
inst_0725,RandomGenerator,0,1,1000,0.7758999999999999,0.7626900000000001,0.07779438,5.431182110232354
inst_0992,RandomGenerator,0,3,1000,2.91724,3.733400000000001,2.1073328,6.563794392095981
inst_0734,RandomGenerator,0,3,1000,1.8744,2.52469,0.74141577,5.697057724313796
inst_0221,RandomGenerator,0,4,1000,2.90881,4.03061,1.1505103900000002,6.215598251328198
inst_0657,RandomGenerator,0,4,1000,2.28146,3.87973,0.75858967,5.6792586315065305
inst_0484,RandomGenerator,0,3,1000,2.95294,2.7395,1.92630283,6.16526032877276
inst_0004,RandomGenerator,0,2,1000,0.58849,0.91067,0.39824857,5.524392911834436
inst_0615,RandomGenerator,0,3,1000,1.0948699999999998,1.54703,0.60327355,5.840008199838448
inst_0026,RandomGenerator,0,4,1000,2.81632,3.04709,1.7614052499999997,6.116721731166481
inst_0514,RandomGenerator,0,3,1000,2.65836,3.47455,0.7067299399999999,5.945169588770286
inst_0531,RandomGenerator,0,3,1000,2.85728,3.4558,0.8766612600000001,6.234672679684898
inst_0529,RandomGenerator,0,2,1000,1.5589000000000002,1.38512,0.3902789,5.676081388998958
inst_0169,RandomGenerator,0,5,1000,5.03952,5.289129999999999,3.43170921,7.554800463054512
inst_0001,RandomGenerator,0,4,1000,2.4763500000000005,3.38669,1.4852481,6.41874789856131
inst_0869,RandomGenerator,0,3,1000,3.69443,3.6909800000000006,1.74471246,6.1474057370291515
inst_0882,RandomGenerator,0,2,1000,1.17405,1.7043,0.15323835,5.475309791702676
inst_0707,RandomGenerator,0,4,1000,3.639,4.110040000000001,2.58759686,6.822866213776757
inst_0949,RandomGenerator,0,1,1000,0.58872,0.5032500000000001,0.394548,5.434338359078776
inst_0024,RandomGenerator,0,5,1000,2.4047400000000003,3.48652,1.02178506,5.948904744525586
inst_0948,RandomGenerator,0,1,1000,1.3552,0.8666200000000001,0.03293156,5.413843571465912
inst_0517,RandomGenerator,0,2,1000,2.12597,1.64814,1.10216378,5.706986690531539
inst_0071,RandomGenerator,0,4,1000,3.7776,4.17628,2.6324839900000003,6.555217223918771
inst_0089,RandomGenerator,0,5,1000,3.62138,4.281680000000001,2.18296355,6.240836544585323
inst_0480,RandomGenerator,0,4,1000,3.06036,4.156350000000001,2.02135692,6.488506681003536
inst_0518,RandomGenerator,0,5,1000,3.44939,5.45499,1.92542614,6.3325953327225895
inst_0946,RandomGenerator,0,2,1000,1.96706,1.91986,0.46490828,5.509356418880634
inst_0390,RandomGenerator,0,1,1000,0.49888,0.3851099999999999,0.3030815699999999,5.496873410307596
inst_0279,RandomGenerator,0,3,1000,3.4445900000000003,3.34792,2.02729121,6.1689123315873555
inst_0996,RandomGenerator,0,4,1000,3.01725,4.20988,0.7903634300000001,5.633514109413534
inst_0852,RandomGenerator,0,1,1000,1.0247,0.63975,0.3774525,5.720532314643077
inst_0601,RandomGenerator,0,1,1000,0.40696,0.48094,0.10388304,5.404432399600355
inst_0298,RandomGenerator,0,4,1000,3.89062,4.57032,1.8554993799999997,6.346547599106644
inst_0988,RandomGenerator,0,4,1000,2.58059,3.98792,1.2914945,6.724521962596848
inst_0117,RandomGenerator,0,5,1000,3.74522,3.86311,2.62589171,0.0
inst_0533,RandomGenerator,0,1,1000,1.0639,0.7626900000000001,0.5659159800000001,5.756549545528866
inst_0440,RandomGenerator,0,3,1000,3.54187,3.2718,2.25257242,6.3358212780023
inst_0815,RandomGenerator,0,2,1000,1.86407,1.65738,0.59439446,5.548860525294449
inst_0399,RandomGenerator,0,3,1000,2.45826,3.20285,0.82508379,5.944493889884201
inst_0549,RandomGenerator,0,3,1000,4.30238,3.4031200000000004,2.6267859400000004,6.714395704397663
inst_0454,RandomGenerator,0,4,1000,4.31894,3.57953,2.51474423,6.434803911153817
inst_0418,RandomGenerator,0,4,1000,4.7381,3.694090000000001,3.1482216400000005,6.707696615025302
inst_0445,RandomGenerator,0,2,1000,2.72895,2.26817,1.33323072,6.399202005987167
inst_0554,RandomGenerator,0,4,1000,2.51146,3.06587,1.36507753,6.439185608139728
inst_0000,RandomGenerator,0,3,1000,1.3175899999999998,1.7730099999999998,0.61323894,6.007386716764844
inst_0868,RandomGenerator,0,2,1000,1.05193,1.2714,0.50965467,5.624903895071283
inst_0662,RandomGenerator,0,3,1000,4.849639999999999,4.363149999999999,2.92856806,6.303175898717682
inst_0308,RandomGenerator,0,3,1000,3.27446,3.87736,1.3619241000000002,5.958597479937225
inst_0999,RandomGenerator,0,3,1000,2.74117,2.47074,1.43441371,5.823251255903478
inst_0338,RandomGenerator,0,2,1000,1.57915,1.33702,0.8784031800000001,6.1443575262542645
inst_0242,RandomGenerator,0,2,1000,4.2969,3.67638,2.7522456,6.532018854691516
inst_0207,RandomGenerator,0,1,1000,3.27646,2.23186,0.9954095599999998,5.922713840699578
inst_0272,RandomGenerator,0,2,1000,2.61663,2.17487,1.07904177,5.86854489434981
inst_0304,RandomGenerator,0,1,1000,0.49104,0.5032500000000001,0.245586,5.478020542579828
inst_0941,RandomGenerator,0,3,1000,2.63009,2.3755300000000004,1.5294598,6.423998929945729
inst_0651,RandomGenerator,0,3,1000,1.31825,1.6772200000000002,0.97507462,5.73753074814673
inst_0839,RandomGenerator,0,2,1000,5.87895,3.37245,3.27903588,7.472998649927375
inst_0452,RandomGenerator,0,4,1000,2.0938000000000003,2.7539,0.7308932499999998,5.702157870527187
inst_0918,RandomGenerator,0,4,1000,4.7577,4.16268,3.36798102,7.139723335720158
inst_0136,RandomGenerator,0,3,1000,1.5111,2.34405,0.7115667000000001,5.928902666159681
inst_0404,RandomGenerator,0,4,1000,2.04022,3.4912300000000003,0.49767792,5.79735506612393
inst_0574,RandomGenerator,0,2,1000,1.42905,0.97384,0.81666232,6.092654141289474
inst_0105,RandomGenerator,0,5,1000,2.84259,3.2754700000000003,2.00791957,6.569281938671532
inst_0943,RandomGenerator,0,2,1000,4.59846,3.24885,1.66375539,6.196690165491841
inst_0326,RandomGenerator,0,3,1000,1.59143,1.9848600000000003,0.8674975700000003,6.140264401261756
inst_0100,RandomGenerator,0,3,1000,2.72434,2.68119,1.72195768,6.4256355381325205
inst_0765,RandomGenerator,0,3,1000,3.20991,4.72873,1.0508757,6.007937748058934
inst_0395,RandomGenerator,0,5,1000,4.42663,3.81741,2.69895697,6.515578257569778
inst_0685,RandomGenerator,0,3,1000,1.31784,1.40837,0.6276068800000001,5.675905058677114
inst_0730,RandomGenerator,0,4,1000,3.72408,4.07491,3.02751116,6.99050799833323
inst_0223,RandomGenerator,0,1,1000,0.5799200000000001,0.4351900000000001,0.41952316,5.566646873141913
inst_0478,RandomGenerator,0,4,1000,2.9986,3.2075500000000003,1.5416579199999998,6.008782730548889
inst_0978,RandomGenerator,0,4,1000,2.66487,2.9989,1.59770244,6.602061175189647
inst_0034,RandomGenerator,0,3,1000,1.1211399999999998,1.4284200000000002,0.44915366,5.565013699719718
inst_0346,RandomGenerator,0,3,1000,1.36804,1.63552,0.79011232,6.215081180393804
inst_0345,RandomGenerator,0,1,1000,0.44982,0.5185000000000001,0.1674755,5.458581878721545
inst_0536,RandomGenerator,0,2,1000,1.04677,1.03258,0.20710463,5.587229760548929
inst_0347,RandomGenerator,0,1,1000,2.4313200000000004,2.1117600000000003,0.03801168,5.419357096611427
inst_0897,RandomGenerator,0,2,1000,2.4718,2.29612,1.05838804,5.833131245451742
inst_0954,RandomGenerator,0,3,1000,3.80813,3.64081,2.67485658,6.913073151943212
inst_0720,RandomGenerator,0,4,1000,2.09538,2.79603,1.6249196,6.509214501710806
inst_0256,RandomGenerator,0,4,1000,2.68744,2.82192,1.3723305600000002,6.479711918367067
inst_0115,RandomGenerator,0,4,1000,3.34291,3.28149,2.36581189,6.666733333170626
inst_0373,RandomGenerator,0,3,1000,1.91056,2.47667,0.54116095,5.583854060543897
inst_0260,RandomGenerator,0,2,1000,1.33859,1.0626100000000005,0.4067869700000001,5.676018574649863
inst_0365,RandomGenerator,0,3,1000,3.06266,3.48252,1.61886347,5.9178691121027365
inst_0843,RandomGenerator,0,1,1000,0.54987,0.48094,0.32559638,5.486239403627397
inst_0370,RandomGenerator,0,2,1000,3.0431,2.70237,0.7750849499999999,5.618971905146528
inst_0091,RandomGenerator,0,2,1000,1.3242,1.49375,0.46545912,5.904932130092338
inst_0239,RandomGenerator,0,4,1000,4.29229,4.8053,1.68866197,6.593854419677736
inst_0713,RandomGenerator,0,3,1000,1.17452,1.57339,0.36767804,5.41132737698763
inst_0786,RandomGenerator,0,2,1000,2.95008,1.82615,1.73384553,5.759869794457766
